,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,VARIETE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_LONG,COND_UNITE_LIBELLE_COURT,GENCOD,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,RIDET,TYPE_ADRESSE,NUM_VOIE,TYPE_VOIE,NOM_VOIE,COMPLEMENT_ADRESSE,QUARTIER,CODE_POSTAL,COMMUNE,LONGITUDE,LATITUDE
0,41202,céréale Kellogg's corn flakes paquet 460 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,céréale petit déj : nature,IMPORT,Sec,Kellogg's,0.46,Kilogramme,kg,9310055416741,575,2014-04-07 00:00:00.000,0,N,,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),832956007.0,PHYSIQUE,,promenade,,,,,Païta,166.367278,-22.129734
1,138518,croûton de pain Vico nature sachet 110 g,épicerie salée,"soupe, croûton","soupe, croûton",crouton,crouton,IMPORT,Sec,Vico,0.11,Kilogramme,kg,3336970509135,350,2014-05-26 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,832956004.0,PHYSIQUE,,route,de Nakutakoin - baie de nouré,,Baie des Citrons,,Dumbéa,166.415695,-22.173535
2,135865,rillette de crabe Petit Navire pot 1/6 125 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,"conserve de poisson : tartinable, rillettes",IMPORT,Sec,Petit Navire,0.125,Kilogramme,kg,3019080006359,490,2017-01-24 00:00:00.000,0,N,,SUPER NORD (VIVAL KOUMAC) Fermé,185512001.0,PHYSIQUE,,route,Village,,Centre-Ville,,Koumac,164.281,-20.562
3,45709,boisson aux fruits Golden Circle orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,boisson à l'orange,IMPORT,Sec,Golden Circle,1.0,Litre,l,9310179006682,270,2017-02-17 00:00:00.000,0,,,JOHNSTON,366443001.0,PHYSIQUE,8,rue,Anatole France,,Centre-Ville,,Nouméa,166.438187,-22.272201
4,160337,flocon d'avoine Jardin Bio sachet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,céréale petit déj : nature,IMPORT,Sec,Jardin Bio',0.5,Kilogramme,kg,3760020503826,695,2017-07-10 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
5,45709,boisson aux fruits Golden Circle orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,boisson à l'orange,IMPORT,Sec,Golden Circle,1.0,Litre,l,9310179006682,299,2018-09-17 00:00:00.000,0,N,A,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
6,196233,fromage saint paulin Merci chef! sous-vide 200 g,crémerie,fromage,fromage,fromage : autres,fromage : autres,IMPORT,Frais,,0.2,Kilogramme,kg,3523230037075,210,2019-06-25 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,474460008.0,PHYSIQUE,50,rue,du 18 juin,,Magenta,,Nouméa,166.463054,-22.27166
7,46218,biscuit apéritif Biguns barbecue paquet 180 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,biscuit soufflé,LOCAL,Sec,Biguns,0.18,Kilogramme,kg,3760006880132; 5000159024471; 5000159316323; 9400566262057; 9400566262125,355,2020-01-28 00:00:00.000,0,N,A,SUPER U RIVIERE SALEE,524611001.0,PHYSIQUE,53,avenue,BONAPARTE,,Rivière Salée,,Nouméa,166.464522,-22.23368
8,160337,flocon d'avoine Jardin Bio sachet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,céréale petit déj : nature,IMPORT,Sec,Jardin Bio',0.5,Kilogramme,kg,3760020503826,640,2020-08-04 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,474460008.0,PHYSIQUE,50,rue,du 18 juin,,Magenta,,Nouméa,166.463054,-22.27166
9,46256,betterave D'Aucy en dés 1/2 conserve 265 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,conserve de légume : betterave,IMPORT,Sec,D'Aucy,0.265,Kilogramme,kg,3017800097663,205,2021-03-10 00:00:00.000,0,N,A,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
10,46218,biscuit apéritif Biguns barbecue paquet 180 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,biscuit soufflé,LOCAL,Sec,Biguns,0.18,Kilogramme,kg,3760006880132; 5000159024471; 5000159316323; 9400566262057; 9400566262125,390,2021-05-11 00:00:00.000,0,N,A,STATION PACIFIC ENERGY BACO,1370312001.0,PHYSIQUE,,lot,lot 3 pie section poamboa,,,,Koné,164.896561,-21.100769
11,45709,boisson aux fruits Golden Circle orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,boisson aux fruits,boisson à l'orange,IMPORT,Sec,Golden Circle,1.0,Litre,l,9310179006682,305,2022-07-05 00:00:00.000,0,N,T,STATION TOTAL FAUBOURG,553909002.0,PHYSIQUE,57,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.453208,-22.282192
12,224066,épice mélangée Sainte Lucie pour salade flacon 12 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,épice : mélange,IMPORT,Sec,Sainte Lucie,0.012,Kilogramme,kg,3162050010938,380,2022-10-18 00:00:00.000,0,N,A,MAGENTA DISCOUNT,520981002.0,PHYSIQUE,183,rue,Jacques Iékawé,,6e kilomètre,,Nouméa,166.468288,-22.24403
13,241678,bonbon Haribo happy monsters sachet 220 g,épicerie sucrée,"chocolat, confiserie",confiserie,bonbon,bonbon : acidulé et gélifié,IMPORT,Sec,Haribo,0.22,Kilogramme,kg,3103220047743,450,2022-12-07 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
14,195715,thé vert U green flower sachet x25 ,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",thé,thé vert,IMPORT,,,25.0,Unité,u,3256220661454,225,2023-05-09 00:00:00.000,0,N,A,SUPER U KAMERE,665919001.0,PHYSIQUE,2,rue,du grand chef Naisseline,,Kaméré,,Nouméa,166.432669,-22.231958
15,46218,biscuit apéritif Biguns barbecue paquet 180 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,biscuit soufflé,LOCAL,Sec,Biguns,0.18,Kilogramme,kg,3760006880132; 5000159024471; 5000159316323; 9400566262057; 9400566262125,430,2023-08-02 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,631614001.0,PHYSIQUE,,route,territoriale 3,,,,Poindimié,165.333178,-20.937187
16,135062,brioche Harry's tranchée sachet 500 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie",viennoiserie et brioche,brioche,brioche,IMPORT,Sec,,0.5,Kilogramme,kg,3228850003928; 3228857000647; 3228850000392; 3228850001238; 3228850009111; 3228857000302; 3228857001316,780,2013-11-07 00:00:00.000,0,N,,BOURAIL DISCOUNT,558593002.0,PHYSIQUE,,route,territorial 1,,,,Bourail,165.496776,-21.567371
17,54178,jus de fruits Oro pomme/mangue bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,jus de fruits : autres,LOCAL,Sec,Oro,1.0,Litre,l,3348630006410,210,2016-06-20 00:00:00.000,0,N,,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
18,46404,pâte spaghetti Eco Bleu sachet 450 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte longue,spaghetti,IMPORT,Sec,Eco,0.45,Kilogramme,kg,3527030600040,185,2016-12-26 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
19,135062,brioche Harry's tranchée sachet 500 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie",viennoiserie et brioche,brioche,brioche,IMPORT,Sec,,0.5,Kilogramme,kg,3228850003928; 3228857000647; 3228850000392; 3228850001238; 3228850009111; 3228857000302; 3228857001316,840,2019-07-31 00:00:00.000,0,N,A,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
20,211622,sirop Belle France grenadine bouteille 75 cl,boisson,boisson sans alcool,sirop et concentré,sirop aromatisé,sirop de grenadine,IMPORT,Sec,Belle France,0.75,Litre,l,3258561300580,251,2019-07-22 00:00:00.000,0,N,T,JOHNSTON,366443001.0,PHYSIQUE,8,rue,Anatole France,,Centre-Ville,,Nouméa,166.438187,-22.272201
21,195213,biscuit cookie Carrefour aux pépites de chocolat/noisettes paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé","biscuit fourré, nappé : cookie",IMPORT,Sec,Carrefour,0.2,Kilogramme,kg,3270190114055; 3270190114035,340,2023-03-08 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,474460009.0,PHYSIQUE,5,rue,Gustave Flaubert,,Orphelinat,,Nouméa,166.445296,-22.283924
22,138013,compote Valade pomme/ananas pot 4 x 100 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,compote de fruits : multi-variétés,IMPORT,Sec,Valade,0.4,Kilogramme,kg,3174068000023; 3174064062506,175,2014-01-20 00:00:00.000,0,N,,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),832956007.0,PHYSIQUE,,promenade,,,,,Païta,166.367278,-22.129734
23,132718,pâte penne rigate Barilla n°73 paquet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,pâte courte : autres,IMPORT,Sec,Barilla,0.5,Kilogramme,kg,8076802085738,144,2016-09-05 00:00:00.000,0,N,,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
24,132718,pâte penne rigate Barilla n°73 paquet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,pâte courte : autres,IMPORT,Sec,Barilla,0.5,Kilogramme,kg,8076802085738,145,2016-10-03 00:00:00.000,0,N,,AUCHAN SUPERMARCHE TONTOUTA,371435001.0,PHYSIQUE,,lot,Joseph,,Tontouta,,Païta,166.223,-22.012
25,54877,sirop Tulem pêche bouteille 1 l ,boisson,boisson sans alcool,sirop et concentré,sirop aromatisé,sirop de pêche,LOCAL,Sec,Tulem,1.0,Litre,l,3348630003747,340,2016-12-19 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
26,159986,smoothie aux fruits Nu mangue/orange brique 75 cl,boisson,boisson sans alcool,jus de fruits et légumes,smoothie,smoothie,IMPORT,Sec,,0.75,Litre,l,3253070300106,495,2017-01-02 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
27,45876,pâte torti Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,torti,IMPORT,Sec,Panzani,0.5,Kilogramme,kg,3527030300032,280,2019-06-26 00:00:00.000,0,N,T,SHELL BEAURIVAGE WABAO MARE,1120336001.0,PHYSIQUE,,,WABAO,,,,Maré,167.940516,-21.601788
28,45876,pâte torti Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,torti,IMPORT,Sec,Panzani,0.5,Kilogramme,kg,3527030300032,234,2019-09-17 00:00:00.000,0,O,A,KORAIL PAITA,1213628001.0,PHYSIQUE,58,route,TERRITORIALE 1,KORAIL,,,Païta,166.3641,-22.130239
29,45876,pâte torti Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,torti,IMPORT,Sec,Panzani,0.5,Kilogramme,kg,3527030300032,255,2019-10-10 00:00:00.000,0,N,T,CHEZ VIVIANE,1245034001.0,PHYSIQUE,92,allée,Jacques naturel,,,,Dumbéa,166.445,-22.192
30,217550,frite surgelée Dann'ka sachet 2.5 kg,surgelés,"frite, pomme de terre surgelée","frite, pomme de terre surgelée",frite surgelée,frite surgelée : pdt,IMPORT,Sec,Dann'ka,2.5,Kilogramme,kg,5702286142751,995,2020-09-29 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
31,138013,compote Valade pomme/ananas pot 4 x 100 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,compote de fruits : multi-variétés,IMPORT,Sec,Valade,0.4,Kilogramme,kg,3174068000023; 3174064062506,245,2020-10-26 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,442020001.0,PHYSIQUE,,route,provinciale 1,,,,Koné,164.861788,-21.060495
32,45876,pâte torti Panzani sachet 500 g,épicerie salée,"pâte, riz, purée, céréale",pâte sèche,pâte courte,torti,IMPORT,Sec,Panzani,0.5,Kilogramme,kg,3527030300032,235,2021-06-08 00:00:00.000,0,O,A,CASINO MONT DORE,428367002.0,PHYSIQUE,23,route,du Sud - Centre commercial de la Coulée,,Centre-Ville,,Mont-Dore,166.586133,-22.238509
33,229006,yaourt à boire Yoplait Yop banane/fraise bouteille 500 g,crémerie,yaourt,yaourt,yaourt laitier,yaourt laitier à boire,LOCAL,,,0.5,Kilogramme,kg,3348261604726,349,2023-01-09 00:00:00.000,0,N,A,AUCHAN BELLE VIE,1539725001.0,PHYSIQUE,224,rue,Jacques Iékawé,,6e kilomètre,,Nouméa,,
34,157111,riz complet Bjorg nature à poêler paquet 300 g,épicerie salée,"pâte, riz, purée, céréale",riz,riz,riz pour risotto et à poêler,IMPORT,Sec,Bjorg,0.3,Kilogramme,kg,3229820784878 ,795,2014-11-03 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,474460005.0,PHYSIQUE,50,rue,André Burck,,Centre-Ville,,Mont-Dore,166.507959,-22.224536
35,41343,cassoulet Bouloup au porc 4/4 conserve 840 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,conserve de plat cuisiné  : cassoulet et confit,LOCAL,Sec,Bouloup,0.84,Kilogramme,kg,3298762420106; 3700739200722,535,2017-08-07 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
36,181146,mozzarella Zanetti bio di bufala campana sachet 125 g,crémerie,fromage,fromage,"fromage : mozzarella, feta, mascarpone",fromage : mozzarella,IMPORT,Frais,,0.125,Kilogramme,kg,8002710301288,875,2018-03-12 00:00:00.000,0,,,GEANT SAINTE-MARIE,73999002.0,PHYSIQUE,7,rue,Henri Schmitd,,Vallée des Colons,,Nouméa,166.458795,-22.275366
37,176001,biscuit apéritif Eta cravers smokey bacon paquet 190 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,crackers,IMPORT,Sec,Eta,0.19,Kilogramme,kg,9414882443748,300,2019-08-20 00:00:00.000,0,N,A,DISCOUNT TEARI,710921003.0,PHYSIQUE,254,lot,Green Acre,,,,Koné,164.869635,-21.071729
38,211164,confiture myrtille Bonne Maman intense bocal 335 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture aux fruits rouges,confiture : myrtille,IMPORT,Sec,,0.335,Kilogramme,kg,3608580823490,395,2021-11-17 00:00:00.000,1,N,A,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),832956007.0,PHYSIQUE,,promenade,,,,,Païta,166.367278,-22.129734
39,147039,pain d'épices Bjorg miel paquet 300 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : pain d'épices,IMPORT,Sec,Bjorg,0.3,Kilogramme,kg,3229820004341,585,2014-08-04 00:00:00.000,0,N,,SUPER U KAMERE,665919001.0,PHYSIQUE,2,rue,du grand chef Naisseline,,Kaméré,,Nouméa,166.432669,-22.231958
40,140484,emmental Président bloc sachet 220 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",fromage : emmental,IMPORT,Frais,Président,0.22,Kilogramme,kg,3228022930205,640,2017-10-30 00:00:00.000,0,N,,MAGENTA DISCOUNT,520981002.0,PHYSIQUE,183,rue,Jacques Iékawé,,6e kilomètre,,Nouméa,166.468288,-22.24403
41,159752,glace yaourt/fraise Switi bac 2 l,surgelés,"glace, dessert glacé",glace et sorbet,glace à partager : autres,glace : yaourt,LOCAL,Surgelés,Switi,2.0,Litre,l,3760033263397,1005,2018-05-14 00:00:00.000,0,N,,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
42,204097,cranberrie Sainte Lucie moelleuse d'Amérique 100% naturel sachet 125 g,fruit et légume,fruit et légume sec,"fruit sec, graine",fruit sec,fruit sec : autres,IMPORT,Sec,Sainte Lucie,0.125,Kilogramme,kg,3162050018569,415,2019-04-08 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,836965001.0,PHYSIQUE,91,route,de l'Anse-Vata,,Motor Pool,,Nouméa,166.448155,-22.291739
43,217629,soda aux fruits Amigo ananas/stevia bouteille 60 cl,boisson,boisson sans alcool,soda,soda aux fruits,soda aux fruits,LOCAL,Sec,,0.6,Litre,l,3334803224248,215,2020-06-09 00:00:00.000,0,N,A,CARREFOUR EXPRESS NAKUTAKOIN,832956004.0,PHYSIQUE,,route,de Nakutakoin - baie de nouré,,Baie des Citrons,,Dumbéa,166.415695,-22.173535
44,147039,pain d'épices Bjorg miel paquet 300 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : pain d'épices,IMPORT,Sec,Bjorg,0.3,Kilogramme,kg,3229820004341,510,2022-10-18 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,495028004.0,PHYSIQUE,1,boulevard,du rail calédonien,,,,Dumbéa,166.451101,-22.20383
45,181181,compote Leader Price pomme/banane allégée gourde 4 x 90 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,compote de fruits : multi-variétés,IMPORT,Sec,Leader Price,0.36,Kilogramme,kg,3263851991218,235,2023-06-06 00:00:00.000,0,O,A,LEADER PRICE CONCEPTION,1343789001.0,PHYSIQUE,,,"Lots 2 et 3 ZAE Conception, Section Mission",,La Conception,,Mont-Dore,166.503788,-22.226589
46,138642,préparation pour crème frangipane Vahiné pour tarte et galette sachet de 200 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,"préparation crème anglaise, pâtissière, brûlée",IMPORT,Sec,,0.2,Kilogramme,kg,3179142713004,495,2013-11-25 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,474460005.0,PHYSIQUE,50,rue,André Burck,,Centre-Ville,,Mont-Dore,166.507959,-22.224536
47,177248,boisson à l'aloe vera Ace Farm ananas bouteille 50 cl,boisson,boisson sans alcool,boisson : autres,boisson : autres,boisson à l'aloe vera,IMPORT,Sec,,0.5,Litre,l,880911163892,282,2019-09-24 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,832956003.0,PHYSIQUE,59,route,de la baie des Dames,,Ducos,,Nouméa,166.442932,-22.235328
48,136046,confiture fraise Materne Confipote bocal 350 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture aux fruits rouges,confiture : fraise,IMPORT,Sec,,0.35,Kilogramme,kg,3021761140382,399,2019-09-06 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,631614001.0,PHYSIQUE,,route,territoriale 3,,,,Poindimié,165.333178,-20.937187
49,196273,frite surgelée Bouton D'Or sachet 1 kg,surgelés,"frite, pomme de terre surgelée","frite, pomme de terre surgelée",frite surgelée,frite surgelée : pdt,IMPORT,Surgelés,,1.0,Kilogramme,kg,3250390022756,285,2019-12-31 00:00:00.000,0,O,A,STATION PACIFIC ENERGY BACO,1370312001.0,PHYSIQUE,,lot,lot 3 pie section poamboa,,,,Koné,164.896561,-21.100769
50,193984,riste d'aubergine Jean Martin spécialité d'arles bocal 600 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume cuisiné,conserve de légume cuisiné : aubergine,IMPORT,Sec,Jean Martin,0.6,Kilogramme,kg,3271510000249,950,2021-12-08 00:00:00.000,0,N,A,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
51,187470,mayonnaise Lesieur la mayo bocal 235 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,mayonnaise,IMPORT,Sec,Lesieur,0.237,Kilogramme,kg,3036814535046,235,2021-11-24 00:00:00.000,0,N,A,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
52,143959,terrine bretonne Jean Floc'h bocal 170 g,charcuterie,"pâté, rillettes, foie gras","pâté, rillettes, foie gras","pâté, rillettes, foie gras","pâté, terrine",IMPORT,Sec,Jean Floc'h,0.17,Kilogramme,kg,3434350005786,265,2021-12-29 00:00:00.000,0,N,A,CARREFOUR MARKET DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
53,214268,levure chimique Vahiné poudre à lever sachet 5 x 11 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,levure,IMPORT,Sec,,0.055,Kilogramme,kg,3179140163818,135,2022-04-13 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
54,219537,chocolat de fête Choc & Co assortiment boîte 250 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,chocolat à offrir : assortiment chocolat,IMPORT,Sec,,0.25,Kilogramme,kg,3328861832071,2170,2023-01-31 00:00:00.000,0,N,A,SUPER U MAGECO,60269001.0,PHYSIQUE,1 ter,rue,Berthelot,,Doniambo,,Nouméa,166.443758,-22.259361
55,55217,boisson énergisante Rockstar punched guava boîte 50 cl,boisson,boisson sans alcool,boisson énergisante,boisson énergisante,boisson énergisante,IMPORT,Sec,,0.5,Litre,l,818094004626,350,2013-12-30 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,474460005.0,PHYSIQUE,50,rue,André Burck,,Centre-Ville,,Mont-Dore,166.507959,-22.224536
56,140393,café moulu Saoui tonus 30% arabica 70% robusta sachet 500 g,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,café moulu ,LOCAL,Sec,,0.5,Kilogramme,kg,3300432101793,875,2014-12-15 00:00:00.000,0,N,,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
57,46702,glace chocolat blanc Magnum bâtonnet 120 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,glace en bâtonnet,IMPORT,Surgelés,,0.12,Litre,l,8000920500217,225,2015-10-12 00:00:00.000,0,N,,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
58,135326,biscuit nice Arnott's paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé","biscuit sec, sablé : autres",IMPORT,Sec,Arnott's,0.25,Kilogramme,kg,9310072000909,367,2015-12-07 00:00:00.000,0,N,,SUPER U KAMERE,665919001.0,PHYSIQUE,2,rue,du grand chef Naisseline,,Kaméré,,Nouméa,166.432669,-22.231958
59,135326,biscuit nice Arnott's paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé","biscuit sec, sablé : autres",IMPORT,Sec,Arnott's,0.25,Kilogramme,kg,9310072000909,270,2016-03-14 00:00:00.000,0,N,,SUPER U KOUMAC,314948001.0,PHYSIQUE,1,avenue,Emile FROUIN,,,,Koumac,164.285,-20.558
60,53251,soda aux fruits Tulem menthe bouteille 1.25 l,boisson,boisson sans alcool,soda,soda aux fruits,soda aux fruits,LOCAL,Sec,Tulem,1.25,Litre,l,3348630003440,260,2016-03-16 00:00:00.000,0,,,JISY,767277001.0,PHYSIQUE,66,rue,Papeete,,Ducos,,Nouméa,166.4426,-22.244319
61,53251,soda aux fruits Tulem menthe bouteille 1.25 l,boisson,boisson sans alcool,soda,soda aux fruits,soda aux fruits,LOCAL,Sec,Tulem,1.25,Litre,l,3348630003440,242,2017-09-04 00:00:00.000,0,N,,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
62,53251,soda aux fruits Tulem menthe bouteille 1.25 l,boisson,boisson sans alcool,soda,soda aux fruits,soda aux fruits,LOCAL,Sec,Tulem,1.25,Litre,l,3348630003440,230,2018-06-18 00:00:00.000,0,N,,CASINO LES HALLES MAGENTA,281022002.0,PHYSIQUE,196,rue,Roger Gervolino,,Magenta,,Nouméa,166.469413,-22.244837
63,138759,compote Top Budget pomme allegée bocal 710 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",compote,compote de pomme,IMPORT,Sec,Top Budget,0.71,Kilogramme,kg,3410280023007,211,2018-10-22 00:00:00.000,0,N,A,STATION PACIFIC ENERGY BACO,1370312001.0,PHYSIQUE,,lot,lot 3 pie section poamboa,,,,Koné,164.896561,-21.100769
64,49717,sauce barbecue Eta top up 375 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce froide,sauce barbecue,IMPORT,Sec,,0.375,Kilogramme,kg,93201834; 2070000064256,189,2019-02-28 00:00:00.000,0,N,T,ALIMENTATION DOMINIQUE (ANCIEN),511659002.0,PHYSIQUE,146,route,territoriale N1,,Centre-Ville,,Païta,166.370432,-22.130786
65,41408,blanc de poulet surgelé Bouquet sous-vide 900 g,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé","poulet, dinde : blanc surgelé",IMPORT,Surgelés,Bouquet,0.9,Kilogramme,kg,077133123531; 77133123531; 7891164083229,760,2019-12-24 00:00:00.000,0,N,A,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
66,135326,biscuit nice Arnott's paquet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé","biscuit sec, sablé : autres",IMPORT,Sec,Arnott's,0.25,Kilogramme,kg,9310072000909,305,2020-09-28 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,442020001.0,PHYSIQUE,,route,provinciale 1,,,,Koné,164.861788,-21.060495
