,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,VARIETE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_LONG,COND_UNITE_LIBELLE_COURT,GENCOD,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,RIDET,TYPE_ADRESSE,NUM_VOIE,TYPE_VOIE,NOM_VOIE,COMPLEMENT_ADRESSE,QUARTIER,CODE_POSTAL,COMMUNE,LONGITUDE,LATITUDE
923,176171,glace vanille Switi cône 100 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,glace en cône et cornet,LOCAL,Surgelés,Switti,0.1,Litre,l,3760033260174,130,2023-05-02 00:00:00.000,0,N,A,DISCOUNT TRIANON,85993001.0,PHYSIQUE,27,route,de l'Anse-Vata,,Trianon,,Nouméa,166.449044,-22.28273
924,50004,noix de cajou Crown entière paquet 312 g,épicerie salée,produit apéritif,produit apéritif,cacahuète et fruit sec,noix de cajou,IMPORT,Sec,,0.312,Kilogramme,kg,12656100485; 0012656100485,1250,2017-02-27 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
925,205246,jus de fruits Auchan pomme douce de France bouteille 1 l ,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,jus de pomme,IMPORT,Sec,Auchan,1.0,Litre,l,3596710449828,290,2020-06-02 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,836965001.0,PHYSIQUE,91,route,de l'Anse-Vata,,Motor Pool,,Nouméa,166.448155,-22.291739
926,210828,ketchup Carrefour top up 1 kg,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,ketchup,IMPORT,Sec,Carrefour,1.0,Kilogramme,kg,3560071121037,340,2020-08-18 00:00:00.000,0,N,A,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
927,210828,ketchup Carrefour top up 1 kg,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,ketchup,IMPORT,Sec,Carrefour,1.0,Kilogramme,kg,3560071121037,340,2020-12-09 00:00:00.000,0,N,A,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
928,194923,pâté de campagne Casino qualité supérieur conserve 130 g,épicerie salée,conserves et bocaux,"conserve de viande, pâté, terrine, foie gras","conserve de pâté, terrine","conserve de pâté, terrine : porc",IMPORT,Sec,Casino,0.13,Kilogramme,kg,3222471205792,115,2021-01-26 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,214049001.0,PHYSIQUE,10,rue,Jules Garnier,Galerie Port Plaisance,Baie des Citrons,,Nouméa,166.439011,-22.290918
929,147083,chocolat de pâques Biscochoc oeufs topdeck sachet 100 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,chocolat à offrir : sujet,LOCAL,Sec,Biscochoc,0.1,Kilogramme,kg,3328861901548,595,2014-09-22 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,832956006.0,PHYSIQUE,97 ter,route,de Ouémo,,Ouémo,,Nouméa,166.477842,-22.27614
930,47375,crème fraîche Elle & Vire uht 35% mg brique 20 cl,crémerie,"crème, chantilly","crème, chantilly","crème, chantilly",crème fraîche,IMPORT,Frais,Elle & Vire,0.2,Litre,l,30028777; 0000030028777,230,2015-11-16 00:00:00.000,0,N,,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
931,176175,crème fraîche Président light 4% mg brique 20 cl,crémerie,"crème, chantilly","crème, chantilly","crème, chantilly",crème fraîche,IMPORT,Frais,Président,0.2,Litre,l,3155250362266,255,2017-10-02 00:00:00.000,0,N,,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
932,195096,céréales U muesli croustillant fruit rouge paquet 500 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,muesli,muesli,IMPORT,Sec,U,0.5,Kilogramme,kg,3256220394086,420,2019-02-04 00:00:00.000,0,N,A,SUPER U KAMERE,665919001.0,PHYSIQUE,2,rue,du grand chef Naisseline,,Kaméré,,Nouméa,166.432669,-22.231958
933,214241,salade préparée Petit Navire à la catalane barquette 220 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,conserve de poisson : salade,IMPORT,Sec,,0.22,Kilogramme,kg,3019080021512,380,2019-09-10 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,832956006.0,PHYSIQUE,97 ter,route,de Ouémo,,Ouémo,,Nouméa,166.477842,-22.27614
934,233102,boisson au café Nescafé cold brew latte boîte 24 cl,boisson,boisson sans alcool,boisson au café,boisson au café,boisson au café,IMPORT,Sec,Nescafé,0.24,Litre,l,9556001257154,190,2021-12-29 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,474460009.0,PHYSIQUE,5,rue,Gustave Flaubert,,Orphelinat,,Nouméa,166.445296,-22.283924
935,47375,crème fraîche Elle & Vire uht 35% mg brique 20 cl,crémerie,"crème, chantilly","crème, chantilly","crème, chantilly",crème fraîche,IMPORT,Frais,Elle & Vire,0.2,Litre,l,30028777; 0000030028777,360,2023-02-27 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,442020001.0,PHYSIQUE,,route,provinciale 1,,,,Koné,164.861788,-21.060495
936,41960,céréale Nestlé Chocapic paquet 375 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,céréale petit déj : chocolatée,IMPORT,Sec,Nestlé,0.375,Kilogramme,kg,3033710061983,615,2014-06-09 00:00:00.000,0,N,,CHAMPION DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
937,41960,céréale Nestlé Chocapic paquet 375 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,céréale petit déj : chocolatée,IMPORT,Sec,Nestlé,0.375,Kilogramme,kg,3033710061983,635,2014-09-29 00:00:00.000,0,N,,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),832956007.0,PHYSIQUE,,promenade,,,,,Païta,166.367278,-22.129734
938,41542,lait de coco Kati Brand conserve 400 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce exotique,lait de coco,IMPORT,Sec,Kati Brand,0.4,Litre,l,8851381020017,260,2015-03-23 00:00:00.000,0,N,,CHAMPION DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
939,160074,thé noir Lipton russian earl grey vrac boîte 200 g,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",thé,thé noir,IMPORT,Sec,Lipton,0.2,Kilogramme,kg,3228881007506 ,961,2017-11-30 00:00:00.000,0,N,,AUCHAN SUPERMARCHE NOUMEA ,836965001.0,PHYSIQUE,91,route,de l'Anse-Vata,,Motor Pool,,Nouméa,166.448155,-22.291739
940,157195,dessert végétal au soja Bjorg bio chocolat brique 525 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",crème dessert végétale,crème dessert végétale,IMPORT,Sec,Bjorg,0.525,Kilogramme,kg,3229820019628 ,420,2018-06-04 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,474460005.0,PHYSIQUE,50,rue,André Burck,,Centre-Ville,,Mont-Dore,166.507959,-22.224536
941,157195,dessert végétal au soja Bjorg bio chocolat brique 525 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",crème dessert végétale,crème dessert végétale,IMPORT,Sec,Bjorg,0.525,Kilogramme,kg,3229820019628 ,320,2019-08-19 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE NOUMEA ,836965001.0,PHYSIQUE,91,route,de l'Anse-Vata,,Motor Pool,,Nouméa,166.448155,-22.291739
942,220006,chips Brets bio thym/romarin sachet 100 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla","chips, tuile",IMPORT,Sec,,0.1,Kilogramme,kg,3497917001850,620,2020-03-10 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,73999002.0,PHYSIQUE,7,rue,Henri Schmitd,,Vallée des Colons,,Nouméa,166.458795,-22.275366
943,211224,sauce rouille Gastromer bocal 100 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce froide,sauce froide : autres,IMPORT,Sec,,0.1,Kilogramme,kg,3269660000479,295,2020-08-11 00:00:00.000,0,N,A,CARREFOUR KENU IN,208595002.0,PHYSIQUE,,rue,Centre commercial Kenu-In,,Centre-Ville,,Dumbéa,166.473018,-22.222647
944,46591,vinaigre d'alcool Stimula coloré bouteille 1 l,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",vinaigre ,vinaigre d'alcool,IMPORT,Sec,,1.0,Litre,l,3077311322067,195,2014-11-17 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,832956003.0,PHYSIQUE,59,route,de la baie des Dames,,Ducos,,Nouméa,166.442932,-22.235328
945,142966,légume pour achard surgelé P'tit Marché sachet 1 kg,surgelés,légume et fruit surgelés,légume surgelé,légume surgelé : pour préparation,légume surgelé : pour préparation autres,LOCAL,Surgelés,P'tit marché,1.0,Kilogramme,kg,3304973867620,450,2016-12-30 00:00:00.000,0,,,GEANT SAINTE-MARIE,73999002.0,PHYSIQUE,7,rue,Henri Schmitd,,Vallée des Colons,,Nouméa,166.458795,-22.275366
946,155601,lait en poudre entier Anchor boîte 800 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,"lait concentré, en poudre",lait en poudre,IMPORT,Sec,Anchor,0.8,Kilogramme,kg,9415007601234,1800,2015-05-15 00:00:00.000,0,,,KORAIL VALLEE DES COLONS,1387265001.0,PHYSIQUE,56,rue,Auguste Benebig,,Vallée des Colons,,Nouméa,166.454129,-22.270541
947,157436,soupe déshydratée Knorr crème de pois au lard sachet 83 g,épicerie salée,"soupe, croûton","soupe, croûton","soupe déshydratée, instantannée",soupe déshydratée,IMPORT,Sec,Knorr,0.083,Kilogramme,kg,3011360020079,185,2017-05-15 00:00:00.000,0,N,,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
948,175975,yaourt aromatisé Yoplait grecque citron pot 4 x 125 g,crémerie,yaourt,yaourt,yaourt laitier,yaourt laitier aux fruits ou aromatisé,LOCAL,Frais,,0.5,Kilogramme,kg,3348261204865,550,2017-09-18 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,832956004.0,PHYSIQUE,,route,de Nakutakoin - baie de nouré,,Baie des Citrons,,Dumbéa,166.415695,-22.173535
949,135979,biscuit La Biscuitière les petits fours miel paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : madeleine,LOCAL,Sec,La Biscuitière,0.2,Kilogramme,kg,3362035001252,372,2018-11-26 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,832956003.0,PHYSIQUE,59,route,de la baie des Dames,,Ducos,,Nouméa,166.442932,-22.235328
950,135979,biscuit La Biscuitière les petits fours miel paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : madeleine,LOCAL,Sec,La Biscuitière,0.2,Kilogramme,kg,3362035001252,410,2019-09-13 00:00:00.000,0,,A,TRANDUC SUPERMARCHE ,578963003.0,PHYSIQUE,,route,Complexe commercial Mercier,,Centre-Ville,,Boulouparis,166.042995,-21.860642
951,197670,chocolat de fête Cémoi magic christmas sachet 125 g,épicerie sucrée,"chocolat, confiserie",chocolat,chocolat à offrir,chocolat à offrir : assortiment chocolat,IMPORT,,,0.125,Kilogramme,kg,3173287487721,700,2020-04-21 00:00:00.000,0,N,A,LA COTE,391987001.0,PHYSIQUE,,village,,,,,Poindimié,165.333038,-20.936545
952,177097,fromage frais aromatisé Campagne De France Petit Montebourg 2% mg pot 6 x 60 g ,crémerie,yaourt,yaourt,petit suisse,petit suisse aux fruits ou aromatisé,IMPORT,Frais,,0.36,Kilogramme,kg,3265776621614,285,2020-11-03 00:00:00.000,0,N,A,DISCOUNT TRIANON,85993001.0,PHYSIQUE,27,route,de l'Anse-Vata,,Trianon,,Nouméa,166.449044,-22.28273
953,135979,biscuit La Biscuitière les petits fours miel paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : madeleine,LOCAL,Sec,La Biscuitière,0.2,Kilogramme,kg,3362035001252,355,2020-10-13 00:00:00.000,0,N,A,SUPER U MAGECO,60269001.0,PHYSIQUE,1 ter,rue,Berthelot,,Doniambo,,Nouméa,166.443758,-22.259361
954,196028,chips de lentille Jardin Bio oignon sachet 50 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla","chips, tuile",IMPORT,Sec,,0.05,Kilogramme,kg,3456300004328,525,2021-06-30 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
955,225831,sardine Parmentier sans arête huile d'olive/herbe de provence conserve 135 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,"conserve de poisson : sardines, pilchard",IMPORT,Sec,Parmentier,0.135,Kilogramme,kg,3019081240134,240,2021-08-24 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,495028004.0,PHYSIQUE,1,boulevard,du rail calédonien,,,,Dumbéa,166.451101,-22.20383
956,210722,biscuit fourré Jacquet 5 mini chocolate bars paquet 135 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé","biscuit fourré, nappé : chocolat",IMPORT,Sec,,0.135,Kilogramme,kg,3660140920650,480,2021-10-26 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,73999002.0,PHYSIQUE,7,rue,Henri Schmitd,,Vallée des Colons,,Nouméa,166.458795,-22.275366
957,142966,légume pour achard surgelé P'tit Marché sachet 1 kg,surgelés,légume et fruit surgelés,légume surgelé,légume surgelé : pour préparation,légume surgelé : pour préparation autres,LOCAL,Surgelés,P'tit marché,1.0,Kilogramme,kg,3304973867620,420,2021-12-19 00:00:00.000,0,N,A,LA COTE,391987001.0,PHYSIQUE,,village,,,,,Poindimié,165.333038,-20.936545
958,135979,biscuit La Biscuitière les petits fours miel paquet 200 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,gâteau moelleux : madeleine,LOCAL,Sec,La Biscuitière,0.2,Kilogramme,kg,3362035001252,375,2022-05-10 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,214049001.0,PHYSIQUE,10,rue,Jules Garnier,Galerie Port Plaisance,Baie des Citrons,,Nouméa,166.439011,-22.290918
959,208473,nectar de fruits Pressade bio pomme brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,jus de pomme,IMPORT,Sec,Pressade,1.0,Litre,l,3254691585903,410,2022-07-19 00:00:00.000,0,N,A,DISCOUNT TEARI,710921003.0,PHYSIQUE,254,lot,Green Acre,,,,Koné,164.869635,-21.071729
960,41831,chocolat en poudre Nestlé Milo boîte 450 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre","chocolat, cacao en poudre",IMPORT,Sec,Nestlé,0.45,Kilogramme,kg,9300605700116; 9300605121577; 8888082150781,819,2022-12-05 00:00:00.000,0,N,A,LA COTE,391987001.0,PHYSIQUE,,village,,,,,Poindimié,165.333038,-20.936545
961,206405,pois cassé sec Leader Price boîte 500 g,épicerie salée,"pâte, riz, purée, céréale",légume sec,légume sec,pois cassé sec,IMPORT,Sec,Leader Price,0.5,Kilogramme,kg,3263850781810,195,2023-02-14 00:00:00.000,0,N,A,LEADER PRICE CONCEPTION,1343789001.0,PHYSIQUE,,,"Lots 2 et 3 ZAE Conception, Section Mission",,La Conception,,Mont-Dore,166.503788,-22.226589
962,177216,jus de fruits Pfanner orange brique 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,"jus d'orange, agrume",IMPORT,Sec,,1.0,Litre,l,9006900017514,420,2023-08-10 00:00:00.000,0,N,A,CARREFOUR MARKET DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
963,155432,soda au thé Lipton liptonic ice tea boîte 33 cl,boisson,boisson sans alcool,soda,soda au thé,soda au thé,LOCAL,Sec,,0.33,Litre,l,3334803700384; 3228886000076,155,2015-05-04 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),474460002.0,PHYSIQUE,21-23,rue,de l'Alma,,Centre-Ville,,Nouméa,166.439959,-22.269194
964,155432,soda au thé Lipton liptonic ice tea boîte 33 cl,boisson,boisson sans alcool,soda,soda au thé,soda au thé,LOCAL,Sec,,0.33,Litre,l,3334803700384; 3228886000076,180,2018-07-23 00:00:00.000,0,N,,STATION SHELL LES GEMEAUX,581181001.0,PHYSIQUE,13,allée,des Gaïacs,,,,Mont-Dore,166.57763,-22.241154
965,172609,bûche glacée de noël Mimosa vanille/chocolat boîte 1 l,surgelés,"glace, dessert glacé",dessert glacé,dessert glacé à partager,bûche glacée,IMPORT,Surgelés,,1.0,Litre,l,5410651582858,520,2019-01-07 00:00:00.000,0,N,A,SUPER U MAGECO,60269001.0,PHYSIQUE,1 ter,rue,Berthelot,,Doniambo,,Nouméa,166.443758,-22.259361
966,155432,soda au thé Lipton liptonic ice tea boîte 33 cl,boisson,boisson sans alcool,soda,soda au thé,soda au thé,LOCAL,Sec,,0.33,Litre,l,3334803700384; 3228886000076,260,2020-11-30 00:00:00.000,0,N,T,STATION MOBIL LA COULEE,1300953001.0,PHYSIQUE,2062,route,de La Coulée,,La Coulée,,Mont-Dore,,
967,211058,filet de maquereau Saupiquet goût fumé nature conserve 120 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,conserve de poisson : maquereaux,IMPORT,Sec,Saupiquet,0.12,Kilogramme,kg,3165950219852,450,2022-07-06 00:00:00.000,0,N,A,CARREFOUR MARKET DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
968,155432,soda au thé Lipton liptonic ice tea boîte 33 cl,boisson,boisson sans alcool,soda,soda au thé,soda au thé,LOCAL,Sec,,0.33,Litre,l,3334803700384; 3228886000076,210,2022-07-20 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,474460008.0,PHYSIQUE,50,rue,du 18 juin,,Magenta,,Nouméa,166.463054,-22.27166
969,137835,gâteau de riz Yabon nappage caramel pot 4 x 125 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",crème dessert,crème dessert,IMPORT,Frais,,0.5,Kilogramme,kg,3700278401994,675,2014-10-27 00:00:00.000,0,N,,ARIZONA MONT-DORE,832956008.0,PHYSIQUE,174,route,de la Corniche,,Portes d'or,,Mont-Dore,166.577688,-22.240721
970,157530,préparation dessert White Wings cake golden butter paquet 340 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,"préparation gâteau, fondant, moelleux",IMPORT,Sec,,0.34,Kilogramme,kg,9310047208545,395,2015-03-09 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,474460009.0,PHYSIQUE,5,rue,Gustave Flaubert,,Orphelinat,,Nouméa,166.445296,-22.283924
971,137835,gâteau de riz Yabon nappage caramel pot 4 x 125 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",crème dessert,crème dessert,IMPORT,Frais,,0.5,Kilogramme,kg,3700278401994,635,2015-03-16 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
972,157530,préparation dessert White Wings cake golden butter paquet 340 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,"préparation gâteau, fondant, moelleux",IMPORT,Sec,,0.34,Kilogramme,kg,9310047208545,410,2015-10-05 00:00:00.000,0,N,,ARIZONA ROBINSON,832956005.0,PHYSIQUE,59,lotissement,Robinson,,Robinson,,Mont-Dore,166.512649,-22.224863
973,50511,cacahuète Planters honey roasted boîte 340 g,épicerie salée,produit apéritif,produit apéritif,cacahuète et fruit sec,cacahuète,IMPORT,Sec,,0.34,Kilogramme,kg,29000072800; 0029000072800; 029000072800; 2900007280,599,2018-07-23 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
974,179437,ananas au sirop St Mamet tranche 1/2 conserve 570 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",fruit au sirop,fruit au sirop : ananas,IMPORT,Sec,,0.57,Kilogramme,kg,3080920981983; 3080920981969; 3080920981921,365,2020-06-16 00:00:00.000,0,N,A,KORAIL LIFOU,599142001.0,PHYSIQUE,,route,Tribu de Qanono,,,,Lifou,167.254362,-20.906757
975,155950,nectar de fruits Spring Valley orange brique 2 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,"jus d'orange, agrume",IMPORT,Sec,Spring Valley,2.0,Litre,l,3516130000331,350,2020-11-24 00:00:00.000,0,N,A,LEADER PRICE PLEXUS (DUCOS),499293002.0,PHYSIQUE,,route,de la Baie des Dames,,Ducos,,Nouméa,166.449361,-22.247222
976,193475,infusion Eléphant relaxation/anti-stress sachet x25,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",infusion,infusion,IMPORT,,Elephant,25.0,Unité,u,3228881084644,395,2020-12-29 00:00:00.000,0,N,A,GEANT SAINTE-MARIE,73999002.0,PHYSIQUE,7,rue,Henri Schmitd,,Vallée des Colons,,Nouméa,166.458795,-22.275366
977,157530,préparation dessert White Wings cake golden butter paquet 340 g,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,"préparation gâteau, fondant, moelleux",IMPORT,Sec,,0.34,Kilogramme,kg,9310047208545,375,2022-03-01 00:00:00.000,0,O,A,JOHNSTON,366443001.0,PHYSIQUE,8,rue,Anatole France,,Centre-Ville,,Nouméa,166.438187,-22.272201
978,204155,raisin sec La Patelière sultanine sachet 125 g,fruit et légume,fruit et légume sec,"fruit sec, graine",fruit sec,raisin sec,IMPORT,Frais,La Patelière,0.125,Kilogramme,kg,3278588453915,240,2023-04-11 00:00:00.000,0,N,A,GEANT DUMBEA - CENTRE COMMERCIAL DUMBEA MALL,495028004.0,PHYSIQUE,1,boulevard,du rail calédonien,,,,Dumbéa,166.451101,-22.20383
979,154117,citron lime au kilo loc,fruit et légume,fruit et légume frais,fruit frais,agrume,"citron, lime",LOCAL,Frais,,1.0,Kilogramme,kg,0114122; 114122; F0114122,750,2017-10-02 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
980,54755,eau minérale St-Yorre gazeuse bouteille 6 x 1.25 l,boisson,boisson sans alcool,eau,eau gazeuse,eau gazeuse,IMPORT,Sec,,7.5,Litre,l,3100880266255,999,2017-10-16 00:00:00.000,0,,,SUPER U KAMERE,665919001.0,PHYSIQUE,2,rue,du grand chef Naisseline,,Kaméré,,Nouméa,166.432669,-22.231958
981,181055,crème dessert Zottis chocolat pot 4 x 115 g,crémerie,dessert frais,dessert frais,dessert frais,dessert frais : crème,IMPORT,Frais,,0.46,Kilogramme,kg,40338637,295,2019-10-29 00:00:00.000,0,N,A,SUPER U RIVIERE SALEE,524611001.0,PHYSIQUE,53,avenue,BONAPARTE,,Rivière Salée,,Nouméa,166.464522,-22.23368
982,179389,faisselle Lait Délice moulée à la louche barquette 6 x 100 g,crémerie,yaourt,yaourt,"fromage blanc,faisselle",faisselle,LOCAL,Frais,,0.6,Kilogramme,kg,3770004968152,895,2019-12-31 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,474460004.0,PHYSIQUE,101,route,du Port Despointes,,Faubourg blanchot,,Nouméa,166.456598,-22.285624
983,211633,sirop Oasis framboise/mûre bouteille 1 l,boisson,boisson sans alcool,sirop et concentré,sirop aromatisé,sirop aromatisé : autres,IMPORT,Sec,Oasis,1.0,Litre,l,3217690055631,790,2020-07-08 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,474460009.0,PHYSIQUE,5,rue,Gustave Flaubert,,Orphelinat,,Nouméa,166.445296,-22.283924
984,154136,céleri au kilo loc,fruit et légume,fruit et légume frais,légume frais ,"chou, poireau, navet, céleri",céleri,LOCAL,Frais,,1.0,Kilogramme,kg,01131311; 1131311,415,2020-12-29 00:00:00.000,0,N,A,LEADER PRICE PLEXUS (DUCOS),499293002.0,PHYSIQUE,,route,de la Baie des Dames,,Ducos,,Nouméa,166.449361,-22.247222
985,229305,fromage Apéricube salsa x24 boîte 125 g,crémerie,fromage,fromage,fromage : en portion,fromage : en portion,IMPORT,Frais,,0.125,Kilogramme,kg,3073781054835,338,2021-04-21 00:00:00.000,0,N,A,JOHNSTON,366443001.0,PHYSIQUE,8,rue,Anatole France,,Centre-Ville,,Nouméa,166.438187,-22.272201
986,231424,boisson kombucha Remedy bio raspberry/lemonade bouteille 33 cl,boisson,boisson sans alcool,boisson au thé,boisson au thé,boisson au thé,IMPORT,,,0.33,Litre,l,9350271000089,475,2021-12-29 00:00:00.000,0,N,A,CARREFOUR MARKET DUCOS,474460003.0,PHYSIQUE,59,rue,Fernand Forest,,Ducos,,Nouméa,,
987,186457,emmental français sachet vert bloc 220 g,crémerie,fromage,fromage,"fromage : emmental, comté, gouda,",fromage : emmental,IMPORT,Frais,,0.22,Kilogramme,kg,3228023060024,634,2023-02-14 00:00:00.000,0,O,A,AUCHAN - BEST SUPERMARKET,1086305001.0,PHYSIQUE,,promenade,Centre commercial les hauts de Gadgi,,,,Païta,166.387123,-22.163786
988,44836,bœuf en gelée Bouloup conserve 270 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,conserve de plat cuisiné : corned beef,LOCAL,Sec,Bouloup,0.27,Kilogramme,kg,3700739200807,470,2023-06-14 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,832956006.0,PHYSIQUE,97 ter,route,de Ouémo,,Ouémo,,Nouméa,166.477842,-22.27614
989,154136,céleri au kilo loc,fruit et légume,fruit et légume frais,légume frais ,"chou, poireau, navet, céleri",céleri,LOCAL,Frais,,1.0,Kilogramme,kg,01131311; 1131311,320,2023-08-15 00:00:00.000,0,N,A,LEADER PRICE KONE,730200001.0,PHYSIQUE,,,,,,,Koné,164.899076,-21.124103
