annee,mois,regroupement1,regroupement2,poids_enquete_kg,poids_mg_kg,valeur_tot_mg_fr,valeur_moy,besoin_marche_t,quotas_date_debut,quotas_date_fin,quotas_contingent_t,quotas_realise_t
2015,11,BANANE DESSERT,TOTAL FRUITS (HORS VANILLE),83381.0,35596.0,10095815.0,283.6221766490617,,,,,
2015,10,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),12216.0,5627.0,4038135.0,717.6355073751555,15.0,,,,
2015,4,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),17932.0,12322.0,2039065.0,165.48165882161987,15.0,,,,
2015,3,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),17296.0,14306.0,2810400.0,196.44904235984902,15.0,,,,
2015,9,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),6383.0,627.0,459750.0,733.2535885167464,15.0,,,,
2015,8,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),3247.0,2300.0,1239520.0,538.9217391304347,15.0,,,,
2015,11,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),17652.0,4080.0,3034480.0,743.7450980392157,15.0,,,,
2015,7,PATATES DOUCES,TOTAL LEGUMES,6472.0,1440.0,589340.0,409.2638888888889,,,,,
2015,12,PATATES DOUCES,TOTAL LEGUMES,15691.0,10846.0,3820705.0,352.26857827770607,,,,,
2015,6,PATATES DOUCES,TOTAL LEGUMES,8137.0,2547.0,931160.0,365.5908912446015,,,,,
2015,8,PATATES DOUCES,TOTAL LEGUMES,18763.0,3743.0,1508500.0,403.01896874165107,,,,,
2015,4,PATATES DOUCES,TOTAL LEGUMES,9915.0,9152.0,3434471.0,375.2699956293706,,,,,
2015,5,PERSIL CHINOIS,TOTAL LEGUMES,939.45,437.0,781600.0,1788.558352402746,1.1,,,,
2015,12,PERSIL CHINOIS,TOTAL LEGUMES,2016.05,612.0,1129100.0,1844.9346405228757,1.1,,,,
2015,2,PERSIL CHINOIS,TOTAL LEGUMES,1111.9,134.0,227190.0,1695.44776119403,1.1,,,,
2015,8,PERSIL CHINOIS,TOTAL LEGUMES,1423.5,556.0,1001455.0,1801.178057553957,1.1,,,,
2015,9,PERSIL FRANCAIS,TOTAL LEGUMES,1204.5,630.0,1188000.0,1885.7142857142858,,,,,
2015,8,PERSIL FRANCAIS,TOTAL LEGUMES,1005.5,422.0,774250.0,1834.7156398104266,,,,,
2015,1,PERSIL FRANCAIS,TOTAL LEGUMES,1067.5,503.0,906070.0,1801.3320079522862,,,,,
2015,4,PERSIL FRANCAIS,TOTAL LEGUMES,690.0,152.0,300710.0,1978.3552631578948,,,,,
2015,12,CHOU VERT ET BLANC,TOTAL LEGUMES,64700.0,37641.0,7480920.0,198.7439228500837,80.0,,,,
2015,1,CHOU VERT ET BLANC,TOTAL LEGUMES,50200.0,44693.0,12014930.0,268.83247935918376,80.0,,,,
2015,8,CHOU VERT ET BLANC,TOTAL LEGUMES,158564.0,42351.0,4718410.0,111.41200916153102,80.0,,,,
2015,11,CHOU VERT ET BLANC,TOTAL LEGUMES,67900.0,39446.0,7432340.0,188.41809055417534,80.0,,,,
2015,9,CHOU VERT ET BLANC,TOTAL LEGUMES,113150.0,59360.0,3874495.0,65.2711421832884,80.0,,,,
2015,4,CHOU VERT ET BLANC,TOTAL LEGUMES,,673.0,226210.0,336.1218424962853,80.0,,,,
2015,3,CHOU VERT ET BLANC,TOTAL LEGUMES,4730.0,1553.0,554090.0,356.78686413393433,80.0,,,,
2015,5,HARICOT VERT ET BEURRE,TOTAL LEGUMES,1515.0,28.0,11200.0,400.0,12.0,,,,
2015,2,HARICOT VERT ET BEURRE,TOTAL LEGUMES,199.0,28.0,11200.0,400.0,12.0,,,,
2015,4,HARICOT VERT ET BEURRE,TOTAL LEGUMES,957.0,,,,12.0,,,,
2015,6,HARICOT VERT ET BEURRE,TOTAL LEGUMES,4215.0,720.0,370425.0,514.4791666666666,12.0,,,,
2015,10,HARICOT VERT ET BEURRE,TOTAL LEGUMES,6990.0,2936.0,1524748.0,519.3283378746594,12.0,,,,
2015,12,HARICOT VERT ET BEURRE,TOTAL LEGUMES,2612.0,652.0,337300.0,517.3312883435583,12.0,,,,
2015,9,HARICOT VERT ET BEURRE,TOTAL LEGUMES,7011.0,1972.0,1130795.0,573.4254563894523,12.0,,,,
2015,7,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),7534.0,5097.0,649810.0,127.48871885422798,5.0,,,,
2015,4,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),5237.0,9375.0,2164510.0,230.88106666666667,5.0,,,,
2015,10,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),,877.0,104305.0,118.93386545039908,5.0,,,,
2015,9,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),780.0,1602.0,235810.0,147.1972534332085,5.0,,,,
2016,7,,,1855.2999999999997,,,,,,,,
2016,6,MELON,TOTAL FRUITS (HORS VANILLE),7000.0,2080.0,1054100.0,506.77884615384613,25.0,,,,
2016,5,MELON,TOTAL FRUITS (HORS VANILLE),,1265.0,592500.0,468.3794466403162,25.0,,,,
2016,12,NAVET,TOTAL LEGUMES,1280.0,1984.0,356887.0,179.88256048387098,6.0,,,,
2016,2,RADIS,TOTAL LEGUMES,3722.0,1254.0,446250.0,355.8612440191388,2.0,,,,
2016,6,RADIS,TOTAL LEGUMES,7234.0,2459.0,884710.0,359.7844652297682,2.0,,,,
2016,10,ANANAS,TOTAL FRUITS (HORS VANILLE),42591.0,12829.0,5178605.0,403.66396445553045,50.0,,,,
2016,5,ANANAS,TOTAL FRUITS (HORS VANILLE),20476.0,3778.0,1695875.0,448.88168343038643,50.0,,,,
2016,8,ANANAS,TOTAL FRUITS (HORS VANILLE),36194.0,11561.0,5198840.0,449.6877432748032,50.0,,,,
2016,2,ANANAS,TOTAL FRUITS (HORS VANILLE),4899.0,5007.0,1792890.0,358.07669263031755,50.0,,,,
2016,1,ANANAS,TOTAL FRUITS (HORS VANILLE),39960.0,18441.0,6669159.0,361.64844639661624,50.0,,,,
2016,6,ANANAS,TOTAL FRUITS (HORS VANILLE),17585.0,3490.0,1594605.0,456.90687679083095,50.0,,,,
2016,12,ANANAS,TOTAL FRUITS (HORS VANILLE),56022.0,13733.0,6257918.0,455.6847010849778,50.0,,,,
2016,4,AVOCAT,TOTAL FRUITS (HORS VANILLE),16100.0,10396.0,3835465.0,368.93661023470565,10.0,,,,
2016,6,AVOCAT,TOTAL FRUITS (HORS VANILLE),6005.0,2697.0,1091570.0,404.7348906192065,10.0,,,,
2016,5,AVOCAT,TOTAL FRUITS (HORS VANILLE),10269.0,2767.0,1098825.0,397.1178171304662,10.0,,,,
2016,11,CELERI,TOTAL LEGUMES,6270.0,139.0,26140.0,188.05755395683454,,,,,
2016,10,CELERI,TOTAL LEGUMES,9044.0,2551.0,540640.0,211.9325754606037,,,,,
2016,5,CELERI,TOTAL LEGUMES,,68.0,23800.0,350.0,,,,,
2016,12,LETCHI,TOTAL FRUITS (HORS VANILLE),49013.0,2086.0,1639800.0,786.0977948226271,70.0,,,,
2016,11,MANGUE,TOTAL FRUITS (HORS VANILLE),5572.0,568.0,169000.0,297.53521126760563,40.0,,,,
2016,1,MANGUE,TOTAL FRUITS (HORS VANILLE),53128.0,19100.0,6462501.0,338.3508376963351,40.0,,,,
2016,2,MANGUE,TOTAL FRUITS (HORS VANILLE),47294.0,20579.0,5643940.0,274.25725253899606,40.0,,,,
2016,3,MANGUE,TOTAL FRUITS (HORS VANILLE),8701.0,8788.0,2703490.0,307.63427401001366,40.0,,,,
2016,2,ORANGE,TOTAL FRUITS (HORS VANILLE),475.0,6030.0,1481620.0,245.70812603648426,110.0,,,,
2016,6,ORANGE,TOTAL FRUITS (HORS VANILLE),10268.0,21354.0,5343870.0,250.25147513346445,110.0,,,,
2016,7,ORANGE,TOTAL FRUITS (HORS VANILLE),31820.0,19480.0,5218570.0,267.89373716632446,110.0,,,,
2016,1,ORANGE,TOTAL FRUITS (HORS VANILLE),5050.0,35325.0,7604260.0,215.26567586694975,110.0,,,,
2016,8,ORANGE,TOTAL FRUITS (HORS VANILLE),43438.0,20675.0,5157480.0,249.45489721886335,110.0,,,,
2016,12,ORANGE,TOTAL FRUITS (HORS VANILLE),,50065.0,13103880.0,261.73734145610706,110.0,,,,
2016,9,PAPAYE,TOTAL FRUITS (HORS VANILLE),10416.0,7990.0,1251017.0,156.57284105131416,15.0,,,,
2016,2,PAPAYE,TOTAL FRUITS (HORS VANILLE),9645.0,4633.0,780685.0,168.50528815022665,15.0,,,,
2016,3,PAPAYE,TOTAL FRUITS (HORS VANILLE),9288.0,5961.0,936280.0,157.067606106358,15.0,,,,
2016,8,PAPAYE,TOTAL FRUITS (HORS VANILLE),9630.0,7555.0,1182196.0,156.47862342819326,15.0,,,,
2016,8,BROCOLI,TOTAL LEGUMES,2915.0,804.0,342032.0,425.41293532338307,5.0,,,,
2016,7,BROCOLI,TOTAL LEGUMES,2812.0,219.0,96430.0,440.31963470319636,5.0,,,,
2016,10,BROCOLI,TOTAL LEGUMES,,621.0,257450.0,414.573268921095,5.0,,,,
2016,9,BROCOLI,TOTAL LEGUMES,2604.0,947.0,395380.0,417.5079197465681,5.0,,,,
2016,8,CAROTTE,TOTAL LEGUMES,157025.0,53472.0,13643610.0,255.15428635547576,110.0,,,,
2016,5,CAROTTE,TOTAL LEGUMES,673.0,,,,110.0,,,,
2016,11,CAROTTE,TOTAL LEGUMES,72020.0,28203.0,6764170.0,239.83866964507322,110.0,,,,
2016,2,CAROTTE,TOTAL LEGUMES,,6323.0,1447578.0,228.9384785702989,110.0,,,,
2016,12,CAROTTE,TOTAL LEGUMES,46817.0,44797.0,11686200.0,260.8701475545237,110.0,,,,
2016,7,OIGNONS,TOTAL LEGUMES,,9805.0,2582040.0,263.33911269760324,150.0,,,,
2016,11,OIGNONS,TOTAL LEGUMES,115480.0,41965.0,10352490.0,246.6934350053616,150.0,,,,
2016,3,POIREAU,TOTAL LEGUMES,3308.0,626.0,385700.0,616.1341853035144,7.0,,,,
2016,10,POIREAU,TOTAL LEGUMES,7023.0,1126.0,594405.0,527.8907637655417,7.0,,,,
2016,4,POIREAU,TOTAL LEGUMES,2397.0,116.0,38000.0,327.58620689655174,7.0,,,,
2016,11,SALADES,TOTAL LEGUMES,153464.0,20213.0,5234650.0,258.9744224014248,120.0,,,,
2016,12,SALADES,TOTAL LEGUMES,113170.0,44788.0,18592413.0,415.1204117174243,120.0,,,,
2016,7,SALADES,TOTAL LEGUMES,143067.0,26336.0,11736240.0,445.634872417983,120.0,,,,
2016,7,TOMATES,TOTAL LEGUMES,111103.0,17024.0,6858256.0,402.85808270676694,140.0,,,,
2016,8,TOMATES,TOTAL LEGUMES,131102.0,25144.0,10794309.0,429.29959433662106,140.0,,,,
2016,12,TOMATES,TOTAL LEGUMES,100169.0,24020.0,8480464.0,353.05845129059117,140.0,,,,
2016,5,TOMATES,TOTAL LEGUMES,50915.0,4973.0,1880842.0,378.21073798511964,140.0,,,,
2016,11,TOMATES,TOTAL LEGUMES,130518.0,16182.0,5103968.0,315.4102088740576,140.0,,,,
2016,2,TOMATES,TOTAL LEGUMES,86063.0,14652.0,4582104.0,312.7289107289107,140.0,,,,
2016,1,TOMATES,TOTAL LEGUMES,70216.0,30753.0,10185580.0,331.20606119728154,140.0,,,,
2016,9,PASTEQUE,TOTAL FRUITS (HORS VANILLE),76650.0,22370.0,4254765.0,190.1995976754582,80.0,,,,
2016,3,PASTEQUE,TOTAL FRUITS (HORS VANILLE),48200.0,28713.0,5023400.0,174.9521122836346,80.0,,,,
2016,8,PASTEQUE,TOTAL FRUITS (HORS VANILLE),6900.0,11220.0,2472855.0,220.39705882352942,80.0,,,,
2016,12,PASTEQUE,TOTAL FRUITS (HORS VANILLE),109610.0,71020.0,9748535.0,137.26464376232047,80.0,,,,
2016,10,PASTEQUE,TOTAL FRUITS (HORS VANILLE),45260.0,28066.0,4660585.0,166.0580417587116,80.0,,,,
2016,1,POIVRONS,TOTAL LEGUMES,9729.0,5526.0,2773516.0,501.9030039811799,10.0,,,,
2016,9,POIVRONS,TOTAL LEGUMES,19258.0,5741.0,2901527.0,505.4044591534576,10.0,,,,
2016,10,POIVRONS,TOTAL LEGUMES,25720.0,8853.0,4118672.0,465.22896193380774,10.0,,,,
2016,7,AUBERGINE,TOTAL LEGUMES,12317.0,6966.0,2324930.0,333.7539477461958,13.0,,,,
2016,9,AUBERGINE,TOTAL LEGUMES,16735.0,10385.0,3148555.0,303.18295618680787,13.0,,,,
2016,6,AUBERGINE,TOTAL LEGUMES,18426.0,6778.0,2520826.0,371.91295367365007,13.0,,,,
2016,5,AUBERGINE,TOTAL LEGUMES,8229.0,2007.0,750634.0,374.0079720976582,13.0,,,,
2016,11,AUBERGINE,TOTAL LEGUMES,16693.0,6594.0,1193480.0,180.99484379739158,13.0,,,,
2016,10,AUBERGINE,TOTAL LEGUMES,21190.0,11184.0,2324230.0,207.81741773962804,13.0,,,,
2016,2,CONCOMBRE,TOTAL LEGUMES,81074.0,47335.0,5427500.0,114.6614555825499,75.0,,,,
2016,7,COURGETTE,TOTAL LEGUMES,27626.0,10491.0,4557345.0,434.40520446096656,30.0,,,,
2016,8,COURGETTE,TOTAL LEGUMES,36880.0,7779.0,3100150.0,398.52808844324466,30.0,,,,
2016,4,COURGETTE,TOTAL LEGUMES,24347.0,14362.0,6162160.0,429.06001949589194,30.0,,,,
2016,10,COURGETTE,TOTAL LEGUMES,32143.0,22388.0,5338373.0,238.44796319456853,30.0,,,,
2016,3,COURGETTE,TOTAL LEGUMES,25799.0,7890.0,2930181.0,371.3790874524715,30.0,,,,
2016,6,COURGETTE,TOTAL LEGUMES,31871.0,11956.0,4397950.0,367.8445968551355,30.0,,,,
2016,12,MAIS DOUX,TOTAL LEGUMES,912.5,636.0,111190.0,174.82704402515722,,,,,
2016,9,MAIS DOUX,TOTAL LEGUMES,6740.0,1714.0,291200.0,169.89498249708285,,,,,
2016,5,MAIS DOUX,TOTAL LEGUMES,738.0,,,,,,,,
2016,3,MAIS DOUX,TOTAL LEGUMES,,1580.0,282500.0,178.79746835443038,,,,,
2016,8,MANDARINE,TOTAL FRUITS (HORS VANILLE),1636.0,635.0,175500.0,276.37795275590554,40.0,,,,
2016,6,MANDARINE,TOTAL FRUITS (HORS VANILLE),13205.0,11786.0,3956550.0,335.69913456643474,40.0,,,,
2016,7,MANDARINE,TOTAL FRUITS (HORS VANILLE),5354.0,3055.0,1242100.0,406.57937806873974,40.0,,,,
2016,12,CHOU FLEUR,TOTAL LEGUMES,,435.0,78300.0,180.0,8.0,,,,
2016,11,CHOU FLEUR,TOTAL LEGUMES,,222.0,94060.0,423.6936936936937,8.0,,,,
2016,11,CHOU ROUGE,TOTAL LEGUMES,,2608.0,591570.0,226.82898773006136,5.0,,,,
2016,8,CHOU ROUGE,TOTAL LEGUMES,10260.0,3027.0,777360.0,256.808721506442,5.0,,,,
2016,12,CHOU ROUGE,TOTAL LEGUMES,,5123.0,1224590.0,239.0376732383369,5.0,,,,
2016,3,CHOU ROUGE,TOTAL LEGUMES,,2187.0,512460.0,234.320987654321,5.0,,,,
2016,4,CHOUCHOUTE,TOTAL LEGUMES,2300.0,1073.0,303123.0,282.5004659832246,6.0,,,,
2016,6,CHOUCHOUTE,TOTAL LEGUMES,4770.0,7927.0,1384739.0,174.6863882931752,6.0,,,,
2016,12,CHOUCHOUTE,TOTAL LEGUMES,6590.0,2600.0,394960.0,151.90769230769232,6.0,,,,
2016,1,CHOUCHOUTE,TOTAL LEGUMES,2105.0,1885.0,419985.0,222.80371352785147,6.0,,,,
2016,9,CHOUCHOUTE,TOTAL LEGUMES,8875.0,11129.0,1733940.0,155.8037559529158,6.0,,,,
2016,12,POMME LIANE,TOTAL FRUITS (HORS VANILLE),2485.0,216.0,103160.0,477.5925925925926,0.4,,,,
2016,7,POMME LIANE,TOTAL FRUITS (HORS VANILLE),4370.0,4121.0,1552734.0,376.7857316185392,0.4,,,,
2016,11,POMME LIANE,TOTAL FRUITS (HORS VANILLE),1610.0,,,,0.4,,,,
2016,1,POMME LIANE,TOTAL FRUITS (HORS VANILLE),3231.0,1207.0,435665.0,360.94863297431647,0.4,,,,
2016,2,OIGNONS VERT,TOTAL LEGUMES,3618.0,1651.0,1460780.0,884.7849788007268,,,,,
2016,6,OIGNONS VERT,TOTAL LEGUMES,4310.0,1590.0,1569820.0,987.3081761006289,,,,,
2016,3,OIGNONS VERT,TOTAL LEGUMES,3052.0,1345.0,1386500.0,1030.8550185873605,,,,,
2016,5,OIGNONS VERT,TOTAL LEGUMES,3550.4,760.0,740390.0,974.1973684210526,,,,,
2016,2,AUTRES FRUITS,TOTAL FRUITS (HORS VANILLE),14080.0,10453.0,3354240.0,320.8877834114608,,,,,
2016,6,CHOU DE CHINE,TOTAL LEGUMES,77245.0,16495.0,3731675.0,226.23067596241285,50.0,,,,
2016,8,CHOU DE CHINE,TOTAL LEGUMES,91649.0,12350.0,2348565.0,190.1672064777328,50.0,,,,
2016,6,POMME CANELLE,TOTAL FRUITS (HORS VANILLE),,4.0,2380.0,595.0,,,,,
2016,1,AUTRES LEGUMES,TOTAL LEGUMES,59250.4,54094.0,27645930.0,511.07202277516916,,,,,
2016,8,AUTRES LEGUMES,TOTAL LEGUMES,125305.50000000001,55325.0,24868388.0,449.4963940352463,,,,,
2016,4,BANANE DESSERT,TOTAL FRUITS (HORS VANILLE),122086.3,54946.0,13874909.0,252.51900047319185,,,,,
2016,1,BANANE DESSERT,TOTAL FRUITS (HORS VANILLE),117783.0,77877.0,21911100.0,281.35521399129397,,,,,
2016,10,BANANE DESSERT,TOTAL FRUITS (HORS VANILLE),77750.0,34536.0,11296210.0,327.085070650915,,,,,
2016,5,BANANE DESSERT,TOTAL FRUITS (HORS VANILLE),112438.0,26053.0,6706300.0,257.409895213603,,,,,
2016,11,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),23407.0,7827.0,4756050.0,607.6466078957455,15.0,,,,
2016,8,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),7742.0,7836.0,2066710.0,263.74553343542624,15.0,,,,
2016,7,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),9414.0,9506.0,2289040.0,240.79949505575425,15.0,,,,
2016,12,CITRON ET LIME,TOTAL FRUITS (HORS VANILLE),38487.0,21542.0,9251205.0,429.4496796954786,15.0,,,,
2016,11,PATATES DOUCES,TOTAL LEGUMES,22509.0,5861.0,2066210.0,352.53540351475857,,,,,
2016,9,PATATES DOUCES,TOTAL LEGUMES,21764.0,13606.0,5299115.0,389.46898427164484,,,,,
2016,7,PATATES DOUCES,TOTAL LEGUMES,17736.0,3166.0,1502990.0,474.7283638660771,,,,,
2016,12,PATATES DOUCES,TOTAL LEGUMES,23997.0,16355.0,3406339.0,208.27508407214918,,,,,
2016,2,PATATES DOUCES,TOTAL LEGUMES,15120.0,8259.0,2943600.0,356.4111877951326,,,,,
2016,5,PATATES DOUCES,TOTAL LEGUMES,4489.0,2675.0,1217885.0,455.2841121495327,,,,,
2016,10,PATATES DOUCES,TOTAL LEGUMES,29137.0,10025.0,3783830.0,377.43940149625934,,,,,
2016,10,PERSIL CHINOIS,TOTAL LEGUMES,1496.9,673.0,1296380.0,1926.2704309063893,1.1,,,,
2016,11,PERSIL CHINOIS,TOTAL LEGUMES,1672.1,163.0,307030.0,1883.6196319018404,1.1,,,,
2016,8,PERSIL CHINOIS,TOTAL LEGUMES,2035.5,507.0,942290.0,1858.560157790927,1.1,,,,
2016,3,PERSIL CHINOIS,TOTAL LEGUMES,2366.45,25.0,54630.0,2185.2,1.1,,,,
2016,12,PERSIL FRANCAIS,TOTAL LEGUMES,1978.2,885.0,1619780.0,1830.2598870056497,,,,,
2016,1,PERSIL FRANCAIS,TOTAL LEGUMES,3225.5,634.0,1130600.0,1783.2807570977918,,,,,
2016,3,PERSIL FRANCAIS,TOTAL LEGUMES,2057.0,338.0,647380.0,1915.3254437869823,,,,,
2016,11,CHOU VERT ET BLANC,TOTAL LEGUMES,111050.0,26048.0,4445750.0,170.67529176904176,80.0,,,,
2016,6,HARICOT VERT ET BEURRE,TOTAL LEGUMES,5275.0,355.0,199524.0,562.0394366197183,12.0,,,,
2016,10,HARICOT VERT ET BEURRE,TOTAL LEGUMES,11727.0,3472.0,1082791.0,311.863767281106,12.0,,,,
2016,4,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),1814.0,4727.0,849035.0,179.6139200338481,5.0,,,,
2016,9,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),,450.0,69310.0,154.0222222222222,5.0,,,,
2016,12,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),,3.0,785.0,261.6666666666667,5.0,,,,
2016,5,PAMPLEMOUSSE ET POMELO,TOTAL FRUITS (HORS VANILLE),7200.0,2673.0,502370.0,187.9423868312757,5.0,,,,
2017,6,,,38.3,,,,,,,,
2017,12,MELON,TOTAL FRUITS (HORS VANILLE),65536.0,37286.0,13334060.0,357.6157270825511,25.0,,,,
2017,7,MELON,TOTAL FRUITS (HORS VANILLE),16350.0,2600.0,1302130.0,500.8192307692308,25.0,,,,
2017,8,MELON,TOTAL FRUITS (HORS VANILLE),15650.0,4273.0,2195529.0,513.8144161010999,25.0,,,,
2017,12,NAVET,TOTAL LEGUMES,1127.0,3628.0,814200.0,224.42116868798237,6.0,,,,
2017,6,NAVET,TOTAL LEGUMES,2305.0,4537.0,1137806.0,250.78377782675776,6.0,,,,
2017,7,NAVET,TOTAL LEGUMES,7444.0,5913.0,1337985.0,226.2785388127854,6.0,,,,
2017,3,NAVET,TOTAL LEGUMES,5272.0,2418.0,581980.0,240.68651778329198,6.0,,,,
2017,6,RADIS,TOTAL LEGUMES,5586.0,2329.0,764824.0,328.39158437097467,2.0,,,,
2017,9,RADIS,TOTAL LEGUMES,9171.0,2261.0,766280.0,338.91198584697037,2.0,,,,
2017,11,ANANAS,TOTAL FRUITS (HORS VANILLE),49043.0,3649.0,1838200.0,503.75445327486983,50.0,,,,
2017,3,ANANAS,TOTAL FRUITS (HORS VANILLE),14350.0,2206.0,1027872.0,465.9437896645512,50.0,,,,
2017,7,ANANAS,TOTAL FRUITS (HORS VANILLE),10780.6,5490.0,2664392.0,485.31730418943533,50.0,,,,
2017,1,ANANAS,TOTAL FRUITS (HORS VANILLE),24691.0,13229.0,5769211.0,436.103333585305,50.0,,,,
2017,2,ANANAS,TOTAL FRUITS (HORS VANILLE),20270.1,3530.0,1528900.0,433.1161473087819,50.0,,,,
2017,6,ANANAS,TOTAL FRUITS (HORS VANILLE),13050.0,8295.0,3936085.0,474.51295961422545,50.0,,,,
2017,5,ANANAS,TOTAL FRUITS (HORS VANILLE),17969.0,15959.0,7318095.0,458.5559872172442,50.0,,,,
2017,12,ANANAS,TOTAL FRUITS (HORS VANILLE),72316.0,19444.0,8255012.0,424.55317835836246,50.0,,,,
2017,11,AVOCAT,TOTAL FRUITS (HORS VANILLE),,1.0,1158.0,1158.0,10.0,,,,
2017,5,AVOCAT,TOTAL FRUITS (HORS VANILLE),10665.0,2131.0,940925.0,441.5415297982168,10.0,,,,
2017,6,AVOCAT,TOTAL FRUITS (HORS VANILLE),,1920.0,897836.0,467.62291666666664,10.0,,,,
2017,11,CELERI,TOTAL LEGUMES,4530.0,1342.0,342670.0,255.34277198211623,,,,,
2017,5,CELERI,TOTAL LEGUMES,,30.0,9500.0,316.6666666666667,,,,,
2017,12,LETCHI,TOTAL FRUITS (HORS VANILLE),84674.0,15008.0,10697750.0,712.8031716417911,70.0,,,,
2017,12,MANGUE,TOTAL FRUITS (HORS VANILLE),70976.0,33121.0,10703718.0,323.17013375200025,40.0,,,,
2017,11,MANGUE,TOTAL FRUITS (HORS VANILLE),24587.0,1404.0,585379.0,416.9366096866097,40.0,,,,
2017,1,ORANGE,TOTAL FRUITS (HORS VANILLE),450.0,12396.0,3334430.0,268.99241690868024,110.0,,,,
2017,2,ORANGE,TOTAL FRUITS (HORS VANILLE),17448.0,7378.0,1800590.0,244.0485226348604,110.0,,,,
2017,6,ORANGE,TOTAL FRUITS (HORS VANILLE),51244.0,33548.0,8798272.0,262.2592106832002,110.0,,,,
2017,10,PAPAYE,TOTAL FRUITS (HORS VANILLE),2945.0,1177.0,218819.0,185.9124893797791,15.0,,,,
2017,9,PAPAYE,TOTAL FRUITS (HORS VANILLE),5112.0,2571.0,432063.0,168.0525087514586,15.0,,,,
2017,12,PAPAYE,TOTAL FRUITS (HORS VANILLE),5530.0,1522.0,303011.0,199.0873850197109,15.0,,,,
2017,5,PAPAYE,TOTAL FRUITS (HORS VANILLE),2600.0,7978.0,1415900.0,177.47555778390574,15.0,,,,
2017,11,PAPAYE,TOTAL FRUITS (HORS VANILLE),3830.0,2703.0,383633.0,141.92859785423605,15.0,,,,
2017,6,CAROTTE,TOTAL LEGUMES,13205.0,1409.0,425500.0,301.9872249822569,110.0,,,,
2017,2,CAROTTE,TOTAL LEGUMES,257.0,2057.0,478680.0,232.70782693242586,110.0,,,,
2017,9,CAROTTE,TOTAL LEGUMES,108028.0,63681.0,15602775.0,245.01460404202194,110.0,,,,
2017,11,POIREAU,TOTAL LEGUMES,12734.0,2705.0,1176037.0,434.7641404805915,7.0,,,,
2017,1,POIREAU,TOTAL LEGUMES,5457.0,386.0,193590.0,501.5284974093264,7.0,,,,
2017,8,POIREAU,TOTAL LEGUMES,10683.0,1508.0,815825.0,540.9980106100796,7.0,,,,
2017,9,SALADES,TOTAL LEGUMES,164360.0,46398.0,8783483.0,189.30736238630976,120.0,,,,
2017,10,SALADES,TOTAL LEGUMES,159440.0,39921.0,6614295.0,165.68460208912603,120.0,,,,
2017,4,SALADES,TOTAL LEGUMES,88512.0,21483.0,11094697.0,516.4407671181865,120.0,,,,
2017,7,SALADES,TOTAL LEGUMES,157213.0,26428.0,8337495.0,315.47960496443164,120.0,,,,
2017,3,TANGELO,TOTAL FRUITS (HORS VANILLE),,54.0,13500.0,250.0,1.0,,,,
2017,7,TOMATES,TOTAL LEGUMES,123840.0,11394.0,5071040.0,445.06231349833246,140.0,,,,
2017,2,TOMATES,TOTAL LEGUMES,54457.0,11045.0,4612460.0,417.6061566319602,140.0,,,,
2017,9,TOMATES,TOTAL LEGUMES,147717.0,43985.0,17993065.0,409.0727520745709,140.0,,,,
2017,8,TOMATES,TOTAL LEGUMES,148922.0,23966.0,11093366.0,462.8793290494868,140.0,,,,
2017,7,PASTEQUE,TOTAL FRUITS (HORS VANILLE),23700.0,8787.0,1629600.0,185.45578695800614,80.0,,,,
2017,8,PASTEQUE,TOTAL FRUITS (HORS VANILLE),34460.0,8594.0,1883850.0,219.2052594833605,80.0,,,,
2017,10,POIVRONS,TOTAL LEGUMES,22233.0,5541.0,2814933.0,508.018949648078,10.0,,,,
2017,8,POIVRONS,TOTAL LEGUMES,8199.0,5145.0,2655059.0,516.046452866861,10.0,,,,
2017,12,POIVRONS,TOTAL LEGUMES,12398.0,8101.0,4097897.0,505.8507591655351,10.0,,,,
2017,9,POIVRONS,TOTAL LEGUMES,15377.0,7873.0,4069183.0,516.8529150260383,10.0,,,,
2017,2,POIVRONS,TOTAL LEGUMES,5448.0,1060.0,628300.0,592.7358490566038,10.0,,,,
2017,2,AUBERGINE,TOTAL LEGUMES,10521.0,5310.0,930084.0,175.15706214689266,13.0,,,,
2017,10,AUBERGINE,TOTAL LEGUMES,26107.0,9843.0,1564780.0,158.9738900741644,13.0,,,,
2017,11,AUBERGINE,TOTAL LEGUMES,28534.0,10356.0,1533622.0,148.09018926226344,13.0,,,,
