,CODE_PRODUIT,NOM,SECTEUR_CONSO,SOUS_SECTEUR_CONSO,FAMILLE_PRODUIT,SOUS_FAMILLE,CATEGORIE,DEPARTEMENT,MARQUE,CONDITIONNEMENT,COND_UNITE_LIBELLE_COURT,PRIX_RELEVE,DATE_RELEVE,PROMOTION,TOP_500,TYPE_RELEVE,RAISON_SOCIALE,TYPE_ADRESSE,QUARTIER,COMMUNE,LONGITUDE,LATITUDE
87,153945,confiture mirabelle Reflets De France bocal 325 g,épicerie sucrée,"confiture, pâte à tartiner, miel",confiture,confiture aux fruits jaunes,IMPORT,Sec,Belle France,0.325,kg,480,2020-08-18 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
88,204617,café en grain Malongo batista arabica/robusta sachet 500 g,épicerie sucrée,"café, thé, boisson chaude",café,café moulu et en grain,IMPORT,Sec,Malongo,0.5,kg,1650,2021-07-16 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
89,135733,fromage Kraft Philadelphia à tartiner pot 250 g,crémerie,fromage,fromage,fromage : à tartiner,IMPORT,Frais,Kraft,0.25,kg,475,2021-12-21 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
90,138469,arôme vanille liquide Vahiné naturel flacon 20 ml,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,Vahiné,0.002,l,395,2015-06-29 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
91,155848,glace chocolat Magnum infinity bâtonnet x4 boîte 400 ml,surgelés,"glace, dessert glacé",glace et sorbet,glace et sorbet individuel,IMPORT,Surgelés,,0.4,l,975,2015-08-03 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
92,158014,tapenade noire Crespo bocal 100 g,épicerie salée,produit apéritif,produit apéritif,olive et tartinable,IMPORT,Sec,,0.1,kg,525,2016-03-07 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
93,138469,arôme vanille liquide Vahiné naturel flacon 20 ml,épicerie sucrée,"sucre, farine, aide à la pâtisserie",aide à la pâtisserie,aide à la pâtisserie,IMPORT,Sec,Vahiné,0.002,l,425,2017-06-26 00:00:00.000,0,N,,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
94,135803,thé noir Lipton yellow sachet x30,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",thé,IMPORT,Sec,Lipton,30.0,u,210,2019-03-04 00:00:00.000,0,N,A,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
95,157735,fromage le merlemont Pâturages Comtois 230 g,crémerie,fromage,fromage,"fromage : brie, camembert, coulommiers, crémeux",IMPORT,Frais,,0.23,kg,470,2021-02-10 00:00:00.000,0,N,A,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
96,211407,poire au sirop Jardin Vert demi-fruit conserve 820 g,épicerie sucrée,"compote, crème dessert, fruit au sirop","compote, crème dessert, fruit au sirop",fruit au sirop,IMPORT,Sec,,0.82,kg,275,2023-01-10 00:00:00.000,0,N,A,KOUMAC DISCOUNT,PHYSIQUE,,Koumac,164.285567,-20.557718
97,140000,viande Halley's conserve 330 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,IMPORT,Sec,Halley's Pacific,0.33,kg,520,2014-03-31 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
98,139533,haricot vert Ferme de l'Abbaye fin 4/4 conserve 680 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Ferme De L'Abbaye,0.68,kg,260,2016-03-07 00:00:00.000,0,N,,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
99,156702,céréale Weet-bix sanitrium paquet 750 g,épicerie sucrée,céréale petit déjeuner,céréale petit déjeuner,céréale petit déjeuner,IMPORT,Sec,,0.75,kg,525,2016-07-18 00:00:00.000,0,N,,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),PHYSIQUE,,Païta,166.367278,-22.129734
100,135681,biscuit cookie Nestlé choc bits sachet 250 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Nestlé,0.25,kg,435,2016-10-24 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
101,158003,infusion Eléphant bio tilleul sachet x25,épicerie sucrée,"café, thé, boisson chaude","thé, infusion",infusion,IMPORT,Sec,Elephant,25.0,u,495,2017-02-06 00:00:00.000,0,N,,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
102,205795,boisson au thé Lipton framboise bouteille 1 l,boisson,boisson sans alcool,boisson au thé,boisson au thé,IMPORT,Sec,Lipton,1.0,l,330,2020-07-14 00:00:00.000,0,N,A,CASINO LES HALLES MAGENTA,PHYSIQUE,Magenta,Nouméa,166.469413,-22.244837
103,192428,biscuit petit moelleux Lu pépites de chocolat paquet 140 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,Lu,0.14,kg,290,2020-10-06 00:00:00.000,0,N,A,DISCOUNT TEARI,PHYSIQUE,,Koné,164.869635,-21.071729
104,196030,sauce bolognaise Carrefour bio tofu bocal 200 g,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,sauce pour pâte et riz,IMPORT,Sec,Carrefour,0.2,kg,350,2021-07-28 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
105,139533,haricot vert Ferme de l'Abbaye fin 4/4 conserve 680 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Ferme De L'Abbaye,0.68,kg,230,2022-03-22 00:00:00.000,0,N,A,KONE DISCOUNT,PHYSIQUE,,Koné,164.8615869,-21.061713
106,53303,soda tonic Schweppes sans sucre bouteille 6 x 1.5 l,boisson,boisson sans alcool,soda,"limonade, tonic",LOCAL,Sec,Schweppes,9.0,l,1980,2014-11-10 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
107,191454,mayonnaise Crown pot 236.588 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,,,0.237,l,220,2019-10-09 00:00:00.000,0,N,T,LE PETIT DUMBEA,PHYSIQUE,Dumbéa sur mer,Dumbéa,166.447596,-22.19351
108,185100,café moulu Carte Noire expresso n°10 dosette x10 compatible nespresso,épicerie sucrée,"café, thé, boisson chaude",café,café dosette et capsule,IMPORT,Sec,Carte noire,10.0,d,495,2020-03-17 00:00:00.000,0,N,A,KORAIL VALLEE DES COLONS,PHYSIQUE,Vallée des Colons,Nouméa,166.454129,-22.270541
109,41716,saucisse de poulet surgelée Doux au fromage sous-vide 340 g,surgelés,"viande, volaille surgelée",volaille surgelée,"poulet, dinde surgelé",IMPORT,Surgelés,Doux,0.34,kg,130,2013-11-22 00:00:00.000,0,,,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
110,163702,biscuit Karéléa vital superfruit de goji sans sucre ajouté paquet 120 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,,0.12,kg,695,2015-03-02 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
111,140343,crackers tuc Lu pocket original paquet 126 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,Lu,0.126,kg,250,2015-07-13 00:00:00.000,0,N,,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
112,140343,crackers tuc Lu pocket original paquet 126 g,épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,Lu,0.126,kg,250,2016-02-15 00:00:00.000,0,N,,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
113,43299,ravioli Panzani bio aux 3 fromages 4/4 conserve 800 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné : italien,IMPORT,Sec,Panzani,0.8,kg,400,2017-03-17 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
114,157788,biscuit mikado Lu chocolat au lait paquet 90 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,Lu,0.09,kg,429,2019-02-11 00:00:00.000,0,N,A,KORAIL PAITA,PHYSIQUE,,Païta,166.3641,-22.130239
115,180761,céréale Jardin Bio soja à cuisinier sachet 175 g,épicerie salée,"pâte, riz, purée, céréale","blé, semoule, céréale",céréale,IMPORT,Sec,Jardin Bio',0.175,kg,596,2019-06-03 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
116,55177,boisson énergisante Monster green boîte 47.3 cl,boisson,boisson sans alcool,boisson énergisante,boisson énergisante,IMPORT,Sec,,0.473,l,345,2019-08-27 00:00:00.000,0,O,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
117,197602,gésier de volaille Jean Larnaudie émincé conserve 385 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,IMPORT,Sec,,0.385,kg,1168,2019-11-05 00:00:00.000,0,N,T,AUCHAN - BEST SUPERMARKET,PHYSIQUE,,Païta,166.387123,-22.163786
118,196291,achard de légume Assiette Du Broussard bocal 380 g,traiteur,condiment frais,condiment frais,condiment frais,LOCAL,Frais,,0.38,kg,725,2020-02-18 00:00:00.000,0,N,A,LEADER PRICE PLEXUS (DUCOS),PHYSIQUE,Ducos,Nouméa,166.449361,-22.247222
119,55177,boisson énergisante Monster green boîte 47.3 cl,boisson,boisson sans alcool,boisson énergisante,boisson énergisante,IMPORT,Sec,,0.473,l,425,2020-05-27 00:00:00.000,0,N,A,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
120,233108,chocolat en poudre Ethiquable bio boîte 400 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,,,0.4,kg,995,2021-03-17 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
121,207206,terrine de chevreuil Avon & Ragobert à la fine champagne bocal 180 g,charcuterie,"pâté, rillettes, foie gras","pâté, rillettes, foie gras","pâté, rillettes, foie gras",IMPORT,Sec,,0.18,kg,250,2021-09-01 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
122,233108,chocolat en poudre Ethiquable bio boîte 400 g,épicerie sucrée,"café, thé, boisson chaude",boisson chaude,"chocolat, cacao en poudre",IMPORT,,,0.4,kg,995,2021-09-29 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
123,157286,Biscuit sablé Gerblé soja/orange paquet 280 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit sec, sablé","biscuit sec, sablé",IMPORT,Sec,Gerblé,0.28,kg,470,2021-12-15 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
124,196291,achard de légume Assiette Du Broussard bocal 380 g,traiteur,condiment frais,condiment frais,condiment frais,LOCAL,Frais,,0.38,kg,725,2021-12-14 00:00:00.000,0,N,A,LEADER PRICE KONE,PHYSIQUE,,Koné,164.899076,-21.124103
125,206309,pizza surgelée Casino aux 4 fromages cuite au feu de bois boîte 400 g,surgelés,"pizza, tarte, feuilleté, soufflé surgelé",pizza surgelée,pizza surgelée : fromage,IMPORT,Surgelés,Casino,0.4,kg,655,2022-07-05 00:00:00.000,0,N,A,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
126,196291,achard de légume Assiette Du Broussard bocal 380 g,traiteur,condiment frais,condiment frais,condiment frais,LOCAL,Frais,,0.38,kg,790,2023-06-27 00:00:00.000,0,N,A,KONE DISCOUNT,PHYSIQUE,,Koné,164.8615869,-21.061713
127,45520,sardine Armanti huile végétale du maroc conserve 125 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Armanti,0.125,kg,79,2013-10-28 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
128,135966,thon listao Petit Navire en morceau au naturel conserve 170/120 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Petit Navire,0.17,kg,310,2016-04-18 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
129,161528,"biscuit apéritif Cheetos crunchy fromage sachet 226,8 g",épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,,0.227,kg,545,2016-04-29 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
130,137971,biscuit cookie Milka chococookies noisette paquet 168 g,épicerie sucrée,"biscuit et gâteau, barre de céréales","biscuit fourré, nappé","biscuit fourré, nappé",IMPORT,Sec,,0.168,kg,465,2016-09-05 00:00:00.000,0,N,,ARIZONA MONT-DORE,PHYSIQUE,Portes d'or,Mont-Dore,166.577688,-22.240721
131,162594,margarine doux Planta Fin allégée 60% mg barquette 510 g,crémerie,"beurre, margarine",margarine et autre graisse végétale,margarine,IMPORT,Frais,Planta Fin,0.51,kg,395,2016-12-28 00:00:00.000,0,O,,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
132,135966,thon listao Petit Navire en morceau au naturel conserve 170/120 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Petit Navire,0.17,kg,312,2017-11-03 00:00:00.000,0,,,CASINO PORT PLAISANCE - SUPERMARCHE,PHYSIQUE,Baie des Citrons,Nouméa,166.439011,-22.290918
133,161528,"biscuit apéritif Cheetos crunchy fromage sachet 226,8 g",épicerie salée,produit apéritif,produit apéritif,biscuit apéritif,IMPORT,Sec,,0.227,kg,450,2018-02-26 00:00:00.000,0,,,GEANT SAINTE-MARIE,PHYSIQUE,Vallée des Colons,Nouméa,166.458795,-22.275366
134,159888,glace dame blanche Miko bac 1 l,surgelés,"glace, dessert glacé",glace et sorbet,glace à partager : vanille,LOCAL,Surgelés,Miko,1.0,l,490,2018-03-26 00:00:00.000,0,N,,CARREFOUR EXPRESS NAKUTAKOIN,PHYSIQUE,Baie des Citrons,Dumbéa,166.415695,-22.173535
135,179661,chips Eta spuds poulet sachet 150 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla",IMPORT,Sec,,0.15,kg,325,2019-03-13 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
136,164753,chocolat au lait  Milka oreo tablette 100 g,épicerie sucrée,"chocolat, confiserie",chocolat,tablette de chocolat,IMPORT,Sec,,0.1,kg,447,2019-06-25 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
137,179661,chips Eta spuds poulet sachet 150 g,épicerie salée,produit apéritif,produit apéritif,"chips, tuile et tortilla",IMPORT,Sec,,0.15,kg,325,2019-06-17 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
138,217632,saucisse aux lentilles Le Montagnard conserve 840 g,épicerie salée,conserves et bocaux,conserve de plat cuisiné,conserve de plat cuisiné,LOCAL,Sec,Le Montagnard,0.84,kg,755,2022-08-03 00:00:00.000,0,N,T,LE PITCHOUNET,PHYSIQUE,Vallée des Colons,Nouméa,166.455344,-22.27182
139,41417,eau minérale naturelle Volvic bouteille 1.5 l,boisson,boisson sans alcool,eau,eau plate,IMPORT,Sec,Volvic,1.5,l,136,2014-07-21 00:00:00.000,0,N,,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
140,140163,betterave Golden Circle tranche 4/4 conserve 850 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Golden Circle,0.85,kg,363,2017-09-11 00:00:00.000,0,N,,CARREFOUR MARKET N'GEA,PHYSIQUE,Faubourg blanchot,Nouméa,166.456598,-22.285624
141,41179,farine de blé Mélissa avec levure sachet 1 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",farine,farine classique,LOCAL,Sec,Melissa,1.0,kg,205,2019-01-14 00:00:00.000,0,N,A,CARREFOUR EXPRESS SIB DUCOS,PHYSIQUE,Ducos,Nouméa,166.442932,-22.235328
142,159750,glace vanille Switi bac 0.5 l,surgelés,"glace, dessert glacé",glace et sorbet,glace à partager : vanille,LOCAL,Surgelés,Switti,0.5,l,270,2019-03-11 00:00:00.000,0,N,A,SUPER U KOUMAC,PHYSIQUE,,Koumac,164.285,-20.558
143,200447,sardine Conserverie Parmentier citron/basilic en marinade sans huile conserve 135 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Conserverie Parmentier,0.135,kg,221,2019-04-22 00:00:00.000,0,N,A,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
144,41179,farine de blé Mélissa avec levure sachet 1 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",farine,farine classique,LOCAL,Sec,Melissa,1.0,kg,222,2020-05-27 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
145,140163,betterave Golden Circle tranche 4/4 conserve 850 g,épicerie salée,conserves et bocaux,conserve de légume,conserve de légume,IMPORT,Sec,Golden Circle,0.85,kg,295,2020-07-21 00:00:00.000,0,N,A,CARREFOUR MARKET ALMA (ANCIEN CHAMPION),PHYSIQUE,Centre-Ville,Nouméa,166.439959,-22.269194
146,54398,nectar de fruits Golden Circle abricot bouteille 1 l,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Golden Circle,1.0,l,389,2020-11-23 00:00:00.000,0,N,A,AUCHAN SUPERMARCHE TONTOUTA,PHYSIQUE,Tontouta,Païta,166.223,-22.012
147,41179,farine de blé Mélissa avec levure sachet 1 kg,épicerie sucrée,"sucre, farine, aide à la pâtisserie",farine,farine classique,LOCAL,Sec,Melissa,1.0,kg,200,2021-06-08 00:00:00.000,0,N,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
148,200447,sardine Conserverie Parmentier citron/basilic en marinade sans huile conserve 135 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Conserverie Parmentier,0.135,kg,230,2021-06-02 00:00:00.000,0,N,A,CARREFOUR KENU IN,PHYSIQUE,Centre-Ville,Dumbéa,166.473018,-22.222647
149,184182,jus de fruits Chabaa goyave boîte 230 ml,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,,0.23,l,127,2021-08-23 00:00:00.000,0,N,A,ETABLISSEMENTS ROES,PHYSIQUE,,Koné,164.861788,-21.060495
150,222278,sirop Oasis menthe bouteille 75 cl,boisson,boisson sans alcool,sirop et concentré,sirop aromatisé,IMPORT,Sec,,0.75,l,795,2021-11-10 00:00:00.000,0,N,A,ARIZONA ROBINSON,PHYSIQUE,Robinson,Mont-Dore,166.512649,-22.224863
151,136206,nectar de fruits Joker ananas bouteille 25 cl,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,Joker,0.25,l,175,2022-12-07 00:00:00.000,0,N,A,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),PHYSIQUE,,Païta,166.367278,-22.129734
152,143119,épice cumin Laco entier flacon 40 g,épicerie salée,"assaisonnement, condiment, aide culinaire","herbe et épice culinaire, sel, poivre",épice culinaire,IMPORT,Sec,Laco,0.04,kg,250,2014-05-19 00:00:00.000,0,N,,CARREFOUR MARKET Orphelinat,PHYSIQUE,Orphelinat,Nouméa,166.445296,-22.283924
153,54433,nectar de fruits Pago orange bouteille 75 cl,boisson,boisson sans alcool,jus de fruits et légumes,jus de fruits,IMPORT,Sec,,0.75,l,495,2014-07-21 00:00:00.000,0,N,,CARREFOUR EXPRESS OUEMO,PHYSIQUE,Ouémo,Nouméa,166.477842,-22.27614
154,41548,huile de tournesol Filé D'Or bouteille 1 l,épicerie salée,"assaisonnement, condiment, aide culinaire","huile, vinaigre, vinaigrette, sauce salade",huile,IMPORT,Sec,Filé D'Or,1.0,l,186,2016-05-30 00:00:00.000,0,N,,SUPER U KAMERE,PHYSIQUE,Kaméré,Nouméa,166.432669,-22.231958
155,190121,pain de mie The Baker House complet sachet 700 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie","pain de mie, toast",pain de mie,IMPORT,,,0.7,kg,485,2019-06-10 00:00:00.000,0,N,A,CARREFOUR MARKET MAGENTA,PHYSIQUE,Magenta,Nouméa,166.463054,-22.27166
156,177246,boisson à l'aloe vera Ace Farm grenadine bouteille 50 cl,boisson,boisson sans alcool,boisson : autres,boisson : autres,IMPORT,Sec,,0.5,l,245,2019-07-23 00:00:00.000,0,O,A,MAGENTA DISCOUNT,PHYSIQUE,6e kilomètre,Nouméa,166.468288,-22.24403
157,177584,gâteau Lu pépito mini roulé chocolat paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,Lu,0.15,kg,420,2019-08-28 00:00:00.000,0,N,T,STATION TOTAL NEPOUI (ANCIENNE GERANCE),PHYSIQUE,,Poya,165.001381,-21.320442
158,205523,salade indienne Odyssée thon conserve 250 g,épicerie salée,conserves et bocaux,conserve de poisson,conserve de poisson,IMPORT,Sec,Odyssée,0.25,kg,250,2020-10-20 00:00:00.000,0,N,A,KORAIL APOGOTI - CENTRE COMMERCIAL LES JARDINS D'APOGOTI,PHYSIQUE,,Dumbéa,,
159,186867,olive noire Ducros confite dénoyautée bocal 370 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Ducros,0.37,l,255,2021-01-12 00:00:00.000,0,N,T,STATION MOBIL DUCOS,PHYSIQUE,Ducos,Nouméa,166.4468,-22.242293
160,186867,olive noire Ducros confite dénoyautée bocal 370 ml,épicerie salée,"assaisonnement, condiment, aide culinaire",condiment et sauce,condiment,IMPORT,Sec,Ducros,0.37,l,220,2021-05-11 00:00:00.000,0,N,A,POINDIMIE DISCOUNT,PHYSIQUE,,Poindimié,165.333178,-20.937187
161,157383,fromage Boursin échalote & ciboulette boîte 150 g,crémerie,fromage,fromage,fromage : à tartiner,IMPORT,Frais,Boursin,0.15,kg,415,2021-08-18 00:00:00.000,0,N,A,CARREFOUR MARKET ROBINSON,PHYSIQUE,Centre-Ville,Mont-Dore,166.507959,-22.224536
162,190121,pain de mie The Baker House complet sachet 700 g,"pain, viennoiserie, pâtisserie","pain, viennoiserie, pâtisserie","pain de mie, toast",pain de mie,IMPORT,,,0.7,kg,495,2021-09-14 00:00:00.000,0,N,A,KORAIL DUCOS,PHYSIQUE,Ducos,Nouméa,,
163,177584,gâteau Lu pépito mini roulé chocolat paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,Lu,0.15,kg,365,2021-11-02 00:00:00.000,0,N,A,JOHNSTON,PHYSIQUE,Centre-Ville,Nouméa,166.438187,-22.272201
164,177584,gâteau Lu pépito mini roulé chocolat paquet 150 g,épicerie sucrée,"biscuit et gâteau, barre de céréales",gâteau,gâteau moelleux,IMPORT,Sec,Lu,0.15,kg,405,2022-02-09 00:00:00.000,0,N,A,CARREFOUR EXPRESS PAITA (ancien ARIZONA PAITA),PHYSIQUE,,Païta,166.367278,-22.129734
