date,year,afghanistan,albania,algeria,andorra,angola,anguilla,antarctica,argentina,armenia,aruba,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bolivia,bosnia-and-herzegovina,botswana,brazil,bulgaria,burma,burundi,cabo-verde,cambodia,cameroon,canada,central-african-republic,chad,chile,china,colombia,comoros,congo,costa-rica,croatia,cuba,cyprus,denmark,djibouti,dominica,east-timor,ecuador,egypt,eritrea,estonia,ethiopia,federated-states-of-micronesia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,greece,greenland,grenada,guadeloupe,guam,guatemala,guernsey,guinea,guyana,haiti,honduras,hungary,iceland,india,indonesia,iran,iraq,ireland,islas-baleares,islas-canarias,israel,italy,jamaica,japan,jersey,jordan,kazakhstan,kenya,kiribati,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macau,macedonia,madagascar,malawi,malaysia,mali,malta,martinique,mauritania,mauritius,mayotte,mexico,moldova,monaco,mongolia,montenegro,montserrat,morocco,mozambique,namibia,nepal,netherlands,new-zealand,nicaragua,niger,nigeria,niue,north-korea,norway,oman,pakistan,palau,palestina,panama,paraguay,peru,philippines,poland,portugal,qatar,reunion,romania,russia,rwanda,samoa,saudi-arabia,senegal,serbia,seychelles,singapore,slovakia,slovenia,solomon-islands,somalia,south-africa,south-korea,spain,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,tasmania,thailand,the-bahamas,timor,togo,tonga,tunisia,turkey,turkmenistan,uganda,ukraine,united-kingdom,united-states-of-america,uruguay,uzbekistan,venezuela,vietnam,yemen,zambia,zimbabwe
1743-11-15,1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.399,,,,,,,,,,,,,,,,,,10.399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-04-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.742,,,,,,,,,,,,,,,,,,9.742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-05-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.658,,,,,,,,,,,,,,,,,,10.658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.689,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-06-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.774,,,,,,,,,,,,,,,,,,13.774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-07-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.252,,,,,,,,,,,,,,,,,,15.252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-09-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.12,,,,,,,,,,,,,,,,,,14.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-10-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.862,,,,,,,,,,,,,,,,,,11.862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-11-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.846,,,,,,,,,,,,,,,,,,9.846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1744-12-15,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.493,,,,,,,,,,,,,,,,,,7.493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745-01-15,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745-02-15,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.082,,,,,,,,,,,,,,,,,,5.082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745-03-15,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.995,,,,,,,,,,,,,,,,,,5.995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1745-04-15,1745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.667,,,,,,,,,,,,,,,,,,8.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1750-01-15,1750,,2.08,,2.274,,,,,,,,-5.355,,,,,,-4.93,0.185,,,,,-1.461,,,-1.215,,,,,,,,,,,,,,,-1.071,,,,,,,,,,-3.078,,,,-8.135,5.11,,,,-1.633,,,,,,,,5.548,,,,,-2.757,,,,,,4.341,,,,2.369,,,5.548,,,,,,,,-3.319,,,,,-6.097,-3.124,-0.538,,-1.746,,,,,,,,,,,-3.695,-1.544,,-1.081,,,,,,1.392,,,,,,,-6.939,,,,,,,,,-2.69,,,,-3.43,,,,,,-1.379,,,-4.006,-3.017,,,,,,,,,-5.87,-4.241,,,,,,,,,,,,,,,-5.013,3.172,,,,,,,,
1750-02-15,1750,,3.605,,4.502,,,,,,,,-2.246,,,,,,-4.297,4.302,,,,,0.671,,,0.208,,,,,,,,,,,,,,,1.503,,,,,,,,,,-3.554,,,,-8.423,7.668,,,,2.077,,,,,,,,7.873,,,,,0.086,,,,,,6.285,,,,4.32,,,7.873,,,,,,,,-2.981,,,,,-3.0,-2.425,3.509,,0.365,,,,,,,,,,,-2.357,1.57,,1.024,,,,,,5.36,,,,,,,-6.528,,,,,,,,,-0.36,,,,-1.616,,,,,,1.305,,,-1.493,-0.115,,,,,,,,,-4.752,-0.758,,,,,,,,,,,,,,,-4.232,5.579,,,,,,,,
1750-03-15,1750,,,,,,,,,,,,3.64,,,,,,0.812,7.818,,,,,6.882,,,,,,,,,,,,,,,,,,7.931,,,,,,,,,,-0.804,,,,-5.133,11.438,,,,6.139,,,,,,,,8.92,,,,,6.806,,,,,,8.082,,,,,,,8.92,,,,,,,,0.336,,,,,2.202,1.364,7.495,,,,,,,,,,,,,,6.948,,,,,,,,7.985,,,,,,,-4.79,,,,,,,,,4.363,,,,,,,,,,5.937,,,4.34,6.31,,,,,,,,,-2.245,4.727,,,,,,,,,,,,,,,,7.305,,,,,,,,
1750-04-15,1750,,11.702,,9.459,,,,,,,,6.188,,,,,,7.013,8.69,,,,,9.739,,,10.196,,,,,,,,,,,,,,,10.764,,,,,,,,,,4.908,,,,0.774,12.097,,,,7.803,,,,,,,,8.622,,,,,10.599,,,,,,8.225,,,,11.122,,,8.622,,,,,,,,5.912,,,,,3.918,6.659,8.582,,10.164,,,,,,,,,,,9.731,8.3,,10.275,,,,,,8.638,,,,,,,-1.335,,,,,,,,,8.141,,,,9.365,,,,,,9.818,,,7.863,8.908,,,,,,,,,2.192,6.463,,,,,,,,,,,,,,,8.519,7.389,,,,,,,,
1750-05-15,1750,,14.239,,11.735,,,,,,,,9.353,,,,,,11.425,12.271,,,,,12.373,,,13.416,,,,,,,,,,,,,,,13.489,,,,,,,,,,9.014,,,,5.4,14.112,,,,11.415,,,,,,,,11.801,,,,,13.744,,,,,,10.202,,,,13.598,,,11.801,,,,,,,,10.044,,,,,7.005,10.604,12.112,,12.951,,,,,,,,,,,13.92,10.91,,12.975,,,,,,12.262,,,,,,,2.486,,,,,,,,,11.765,,,,12.771,,,,,,14.692,,,11.163,11.686,,,,,,,,,6.058,9.531,,,,,,,,,,,,,,,13.139,9.564,,,,,,,,
1750-06-15,1750,,19.855,,16.497,,,,,,,,14.347,,,,,,16.558,15.6,,,,,17.742,,,18.871,,,,,,,,,,,,,,,18.885,,,,,,,,,,14.947,,,,12.199,17.576,,,,15.535,,,,,,,,13.908,,,,,18.808,,,,,,12.789,,,,19.289,,,13.908,,,,,,,,15.651,,,,,11.899,15.774,15.818,,18.474,,,,,,,,,,,19.278,16.25,,18.6,,,,,,15.369,,,,,,,8.059,,,,,,,,,16.553,,,,17.932,,,,,,18.119,,,16.145,17.06,,,,,,,,,11.94,14.337,,,,,,,,,,,,,,,18.347,12.213,,,,,,,,
1750-07-15,1750,,22.646,,19.689,,,,,,,,16.154,,,,,,18.724,18.237,,,,,19.998,,,21.534,,,,,,,,,,,,,,,21.023,,,,,,,,,,17.939,,,,15.86,19.986,,,,17.985,,,,,,,,17.701,,,,,20.867,,,,,,15.489,,,,22.047,,,17.701,,,,,,,,18.25,,,,,13.809,18.201,18.398,,21.158,,,,,,,,,,,21.678,19.114,,21.272,,,,,,18.17,,,,,,,11.451,,,,,,,,,18.878,,,,20.231,,,,,,21.851,,,18.174,18.946,,,,,,,,,15.255,16.576,,,,,,,,,,,,,,,20.714,14.884,,,,,,,,
1750-08-15,1750,,22.736,,19.584,,,,,,,,15.555,,,,,,17.914,16.837,,,,,19.86,,,21.44,,,,,,,,,,,,,,,20.723,,,,,,,,,,17.37,,,,14.718,19.499,,,,16.856,,,,,,,,16.515,,,,,20.396,,,,,,14.753,,,,22.147,,,16.515,,,,,,,,17.535,,,,,13.308,17.589,17.029,,21.09,,,,,,,,,,,21.163,18.738,,21.19,,,,,,16.811,,,,,,,10.654,,,,,,,,,18.129,,,,19.905,,,,,,20.139,,,17.605,18.554,,,,,,,,,14.219,15.865,,,,,,,,,,,,,,,20.085,14.01,,,,,,,,
1750-09-15,1750,,,,,,,,,,,,11.643,,,,,,11.524,14.616,,,,,15.461,,,,,,,,,,,,,,,,,,16.272,,,,,,,,,,10.483,,,,7.023,16.975,,,,13.51,,,,,,,,15.078,,,,,15.518,,,,,,12.736,,,,,,,15.078,,,,,,,,10.992,,,,,10.181,11.569,14.402,,,,,,,,,,,,,,14.936,,,,,,,,14.883,,,,,,,5.168,,,,,,,,,13.116,,,,,,,,,,15.116,,,12.934,14.383,,,,,,,,,7.973,12.44,,,,,,,,,,,,,,,,12.071,,,,,,,,
1750-10-15,1750,,12.91,,10.877,,,,,,,,5.78,,,,,,3.255,8.17,,,,,10.059,,,10.396,,,,,,,,,,,,,,,10.67,,,,,,,,,,1.528,,,,-2.238,12.119,,,,6.741,,,,,,,,10.063,,,,,9.019,,,,,,7.71,,,,13.189,,,10.063,,,,,,,,2.102,,,,,4.755,3.147,8.0,,10.32,,,,,,,,,,,7.923,9.209,,10.589,,,,,,8.287,,,,,,,-3.148,,,,,,,,,5.673,,,,8.303,,,,,,7.585,,,6.525,8.906,,,,,,,,,-1.3,6.604,,,,,,,,,,,,,,,5.713,6.716,,,,,,,,
1750-11-15,1750,,5.55,,4.763,,,,,,,,-1.88,,,,,,-5.024,2.414,,,,,2.559,,,2.398,,,,,,,,,,,,,,,2.984,,,,,,,,,,-6.475,,,,-10.544,6.738,,,,0.032,,,,,,,,,,,,,0.728,,,,,,3.543,,,,6.227,,,,,,,,,,,-6.101,,,,,-2.408,-4.815,2.022,,2.197,,,,,,,,,,,-0.77,2.167,,2.765,,,,,,2.804,,,,,,,-10.184,,,,,,,,,-2.063,,,,0.014,,,,,,,,,-1.367,1.183,,,,,,,,,-9.218,-0.481,,,,,,,,,,,,,,,-2.931,2.378,,,,,,,,
1750-12-15,1750,,2.303,,2.644,,,,,,,,-4.839,,,,,,-7.25,1.033,,,,,-0.851,,,-1.157,,,,,,,,,,,,,,,-0.455,,,,,,,,,,-7.721,,,,-12.407,5.22,,,,-1.416,,,,,,,,6.716,,,,,-2.698,,,,,,3.541,,,,3.148,,,6.716,,,,,,,,-7.514,,,,,-5.222,-6.36,0.391,,-1.607,,,,,,,,,,,-4.267,-0.843,,-0.781,,,,,,1.913,,,,,,,-10.707,,,,,,,,,-3.98,,,,-3.565,,,,,,-0.923,,,-4.209,-2.324,,,,,,,,,-10.277,-3.326,,,,,,,,,,,,,,,-5.957,2.365,,,,,,,,
1751-01-15,1751,,1.482,,2.698,,,,,,,,-5.822,,,,,,-7.742,0.897,,,,,-2.012,,,-2.23,,,,,,,,,,,,,,,-1.567,,,,,,,,,,-7.059,,,,-11.715,5.429,,,,-2.126,,,,,,,,6.385,,,,,-3.798,,,,,,4.41,,,,2.349,,,6.385,,,,,,,,-7.021,,,,,-6.063,-6.463,0.065,,-2.467,,,,,,,,,,,-5.34,-1.162,,-1.708,,,,,,1.815,,,,,,,-9.554,,,,,,,,,-4.897,,,,-4.74,,,,,,-2.204,,,-5.351,-3.374,,,,,,,,,-9.342,-3.924,,,,,,,,,,,,,,,-6.968,3.182,,,,,,,,
1751-02-15,1751,,1.933,,2.539,,,,,,,,-5.382,,,,,,-9.575,-0.453,,,,,-1.434,,,-1.866,,,,,,,,,,,,,,,-0.805,,,,,,,,,,-10.999,,,,-14.966,4.912,,,,-2.935,,,,,,,,3.754,,,,,-2.98,,,,,,2.547,,,,2.512,,,3.754,,,,,,,,-10.062,,,,,-6.019,-9.042,-0.918,,-1.414,,,,,,,,,,,-5.423,-0.563,,-0.856,,,,,,-0.214,,,,,,,-12.449,,,,,,,,,-5.805,,,,-4.379,,,,,,-2.457,,,-5.234,-2.525,,,,,,,,,-12.092,-3.642,,,,,,,,,,,,,,,-7.762,1.138,,,,,,,,
1751-03-15,1751,,8.626,,7.848,,,,,,,,2.519,,,,,,0.404,6.316,,,,,6.136,,,5.867,,,,,,,,,,,,,,,7.067,,,,,,,,,,-1.106,,,,-5.265,10.522,,,,4.729,,,,,,,,8.219,,,,,5.986,,,,,,7.209,,,,8.667,,,8.219,,,,,,,,-0.12,,,,,0.969,0.775,6.034,,6.32,,,,,,,,,,,3.748,5.962,,6.673,,,,,,6.435,,,,,,,-5.325,,,,,,,,,3.424,,,,4.36,,,,,,5.856,,,3.461,5.325,,,,,,,,,-2.894,3.518,,,,,,,,,,,,,,,1.752,6.256,,,,,,,,
1751-04-15,1751,,9.776,,7.868,,,,,,,,3.979,,,,,,5.497,7.32,,,,,7.63,,,8.385,,,,,,,,,,,,,,,8.589,,,,,,,,,,3.819,,,,-0.1,10.631,,,,5.885,,,,,,,,8.043,,,,,8.489,,,,,,7.15,,,,9.093,,,8.043,,,,,,,,4.551,,,,,1.803,5.075,7.068,,8.264,,,,,,,,,,,8.029,6.429,,8.275,,,,,,7.336,,,,,,,-2.575,,,,,,,,,6.115,,,,7.503,,,,,,8.915,,,5.754,6.671,,,,,,,,,0.805,4.516,,,,,,,,,,,,,,,6.95,6.256,,,,,,,,
1751-05-15,1751,,14.9,,11.83,,,,,,,,9.774,,,,,,11.859,11.529,,,,,13.002,,,14.089,,,,,,,,,,,,,,,14.081,,,,,,,,,,9.166,,,,5.508,13.993,,,,11.257,,,,,,,,,,,,,14.335,,,,,,9.659,,,,14.066,,,,,,,,,,,10.222,,,,,7.231,10.84,11.554,,13.622,,,,,,,,,,,14.552,11.101,,13.634,,,,,,11.361,,,,,,,2.241,,,,,,,,,12.116,,,,13.419,,,,,,,,,11.706,12.234,,,,,,,,,5.765,9.615,,,,,,,,,,,,,,,13.72,8.893,,,,,,,,
1751-06-15,1751,,19.119,,16.019,,,,,,,,13.603,,,,,,15.419,15.348,,,,,16.922,,,18.154,,,,,,,,,,,,,,,18.044,,,,,,,,,,13.269,,,,10.667,17.177,,,,15.123,,,,,,,,14.631,,,,,18.007,,,,,,12.556,,,,18.517,,,14.631,,,,,,,,14.152,,,,,11.204,14.467,15.507,,17.746,,,,,,,,,,,18.473,15.611,,17.828,,,,,,15.138,,,,,,,6.978,,,,,,,,,15.739,,,,17.149,,,,,,19.222,,,15.365,16.2,,,,,,,,,10.545,13.714,,,,,,,,,,,,,,,17.491,11.922,,,,,,,,
1751-07-15,1751,,23.531,,19.976,,,,,,,,16.504,,,,,,18.867,17.22,,,,,20.759,,,22.371,,,,,,,,,,,,,,,21.706,,,,,,,,,,17.556,,,,15.608,19.94,,,,17.455,,,,,,,,,,,,,21.42,,,,,,14.939,,,,22.708,,,,,,,,,,,17.932,,,,,13.995,17.977,17.603,,22.035,,,,,,,,,,,22.325,19.447,,22.111,,,,,,16.881,,,,,,,10.993,,,,,,,,,18.829,,,,20.923,,,,,,,,,18.562,19.561,,,,,,,,,14.561,16.658,,,,,,,,,,,,,,,21.252,14.09,,,,,,,,
1751-08-15,1751,,23.074,,19.867,,,,,,,,16.224,,,,,,17.363,17.034,,,,,20.38,,,21.592,,,,,,,,,,,,,,,21.319,,,,,,,,,,16.093,,,,13.316,19.646,,,,17.283,,,,,,,,16.551,,,,,20.835,,,,,,14.405,,,,22.701,,,16.551,,,,,,,,16.533,,,,,13.996,16.889,17.334,,21.382,,,,,,,,,,,21.085,19.257,,21.593,,,,,,16.854,,,,,,,9.599,,,,,,,,,18.202,,,,20.047,,,,,,20.532,,,17.988,19.237,,,,,,,,,13.013,16.461,,,,,,,,,,,,,,,19.814,13.693,,,,,,,,
1751-09-15,1751,,18.416,,15.709,,,,,,,,11.622,,,,,,11.602,13.251,,,,,15.641,,,16.663,,,,,,,,,,,,,,,16.426,,,,,,,,,,10.398,,,,6.8,16.226,,,,12.85,,,,,,,,13.573,,,,,15.686,,,,,,11.512,,,,18.266,,,13.573,,,,,,,,10.912,,,,,9.923,11.521,13.24,,16.427,,,,,,,,,,,15.494,14.578,,16.572,,,,,,13.379,,,,,,,4.495,,,,,,,,,13.1,,,,14.982,,,,,,14.666,,,13.069,14.498,,,,,,,,,7.371,11.995,,,,,,,,,,,,,,,13.888,10.754,,,,,,,,
1751-10-15,1751,,12.239,,10.253,,,,,,,,5.69,,,,,,4.246,8.664,,,,,9.575,,,9.872,,,,,,,,,,,,,,,10.275,,,,,,,,,,3.991,,,,-0.1,11.84,,,,7.408,,,,,,,,,,,,,8.926,,,,,,,,,,12.581,,,,,,,,,,,4.306,,,,,4.602,5.033,8.352,,9.686,,,,,,,,,,,7.807,8.69,,10.004,,,,,,9.19,,,,,,,-1.21,,,,,,,,,6.73,,,,8.072,,,,,,,,,6.718,8.56,,,,,,,,,1.502,6.381,,,,,,,,,,,,,,,5.795,7.333,,,,,,,,
1751-11-15,1751,,5.836,,4.553,,,,,,,,-1.522,,,,,,-2.011,2.933,,,,,2.759,,,3.2,,,,,,,,,,,,,,,3.139,,,,,,,,,,-1.622,,,,-5.852,6.978,,,,1.204,,,,,,,,,,,,,1.567,,,,,,,,,,5.971,,,,,,,,,,,-1.721,,,,,-2.421,-0.98,2.425,,2.632,,,,,,,,,,,0.778,1.792,,3.063,,,,,,3.873,,,,,,,-6.248,,,,,,,,,0.36,,,,1.147,,,,,,,,,-0.112,1.205,,,,,,,,,-4.328,-0.64,,,,,,,,,,,,,,,-0.976,3.758,,,,,,,,
1751-12-15,1751,,2.551,,2.678,,,,,,,,-4.705,,,,,,-4.801,1.484,,,,,-0.696,,,-0.534,,,,,,,,,,,,,,,-0.352,,,,,,,,,,-3.772,,,,-8.632,5.526,,,,-0.903,,,,,,,,,,,,,-2.177,,,,,,,,,,3.056,,,,,,,,,,,-4.09,,,,,-5.267,-3.501,0.719,,-1.259,,,,,,,,,,,-3.041,-0.972,,-0.539,,,,,,2.673,,,,,,,-7.987,,,,,,,,,-2.528,,,,-2.718,,,,,,,,,-3.465,-2.322,,,,,,,,,-6.947,-3.389,,,,,,,,,,,,,,,-4.352,3.394,,,,,,,,
1752-01-15,1752,,1.441,,2.733,,,,,,,,-4.922,,,,,,-8.553,1.443,,,,,-1.571,,,-2.577,,,,,,,,,,,,,,,-0.923,,,,,,,,,,-8.596,,,,-13.769,5.371,,,,-1.389,,,,,,,,5.105,,,,,-3.374,,,,,,,,,,2.867,,,5.105,,,,,,,,-8.13,,,,,-5.062,-7.18,0.7,,-2.59,,,,,,,,,,,-5.89,-0.596,,-1.569,,,,,,2.245,,,,,,,-10.991,,,,,,,,,-4.718,,,,-4.944,,,,,,-3.852,,,-4.935,-2.517,,,,,,,,,-10.629,-3.073,,,,,,,,,,,,,,,-7.758,2.721,,,,,,,,
1752-02-15,1752,,6.554,,6.603,,,,,,,,-1.36,,,,,,-4.268,2.717,,,,,3.002,,,2.91,,,,,,,,,,,,,,,3.527,,,,,,,,,,-5.237,,,,-9.174,8.828,,,,0.587,,,,,,,,,,,,,1.427,,,,,,,,,,6.785,,,,,,,,,,,-4.56,,,,,-2.188,-3.83,2.354,,3.247,,,,,,,,,,,-0.456,3.426,,3.706,,,,,,2.916,,,,,,,-7.455,,,,,,,,,-1.385,,,,0.379,,,,,,,,,-0.867,1.692,,,,,,,,,-6.957,0.13,,,,,,,,,,,,,,,-2.631,4.837,,,,,,,,
1752-03-15,1752,,8.065,,7.243,,,,,,,,1.566,,,,,,0.257,5.473,,,,,5.399,,,5.436,,,,,,,,,,,,,,,6.25,,,,,,,,,,-0.978,,,,-4.991,9.933,,,,3.723,,,,,,,,7.826,,,,,5.238,,,,,,,,,,7.897,,,7.826,,,,,,,,-0.195,,,,,-0.013,0.497,5.156,,5.794,,,,,,,,,,,3.435,5.168,,6.05,,,,,,5.605,,,,,,,-5.446,,,,,,,,,2.673,,,,3.885,,,,,,5.632,,,2.69,4.426,,,,,,,,,-3.079,2.601,,,,,,,,,,,,,,,1.563,5.771,,,,,,,,
1752-04-15,1752,,10.145,,8.014,,,,,,,,4.757,,,,,,5.872,7.592,,,,,8.197,,,8.718,,,,,,,,,,,,,,,9.23,,,,,,,,,,4.029,,,,-0.153,10.746,,,,6.577,,,,,,,,8.2,,,,,9.167,,,,,,,,,,9.55,,,8.2,,,,,,,,4.825,,,,,2.491,5.45,7.433,,8.629,,,,,,,,,,,8.385,6.808,,8.731,,,,,,7.572,,,,,,,-2.829,,,,,,,,,6.827,,,,7.951,,,,,,9.535,,,6.492,7.371,,,,,,,,,0.668,5.052,,,,,,,,,,,,,,,7.251,6.102,,,,,,,,
1752-05-15,1752,,15.262,,12.252,,,,,,,,9.725,,,,,,12.304,11.605,,,,,13.212,,,14.478,,,,,,,,,,,,,,,14.224,,,,,,,,,,9.902,,,,6.454,14.361,,,,11.0,,,,,,,,,,,,,14.404,,,,,,,,,,14.346,,,,,,,,,,,10.726,,,,,7.239,11.13,11.602,,13.986,,,,,,,,,,,14.948,11.376,,13.932,,,,,,11.379,,,,,,,2.803,,,,,,,,,11.951,,,,13.712,,,,,,,,,11.673,12.325,,,,,,,,,6.212,9.719,,,,,,,,,,,,,,,14.197,9.244,,,,,,,,
1752-06-15,1752,,21.249,,18.056,,,,,,,,15.844,,,,,,16.767,17.019,,,,,19.219,,,20.026,,,,,,,,,,,,,,,20.405,,,,,,,,,,14.507,,,,11.842,19.009,,,,16.84,,,,,,,,,,,,,20.065,,,,,,,,,,20.937,,,,,,,,,,,15.53,,,,,13.531,15.945,17.28,,19.802,,,,,,,,,,,20.086,17.936,,20.007,,,,,,16.66,,,,,,,8.549,,,,,,,,,17.36,,,,18.971,,,,,,,,,17.273,18.655,,,,,,,,,12.243,15.993,,,,,,,,,,,,,,,18.933,13.413,,,,,,,,
1752-07-15,1752,,22.976,,19.404,,,,,,,,16.127,,,,,,19.765,17.278,,,,,20.243,,,22.004,,,,,,,,,,,,,,,21.206,,,,,,,,,,19.581,,,,17.476,19.61,,,,17.534,,,,,,,,,,,,,21.16,,,,,,,,,,22.08,,,,,,,,,,,19.653,,,,,13.561,19.335,17.554,,21.529,,,,,,,,,,,22.333,18.855,,21.587,,,,,,17.222,,,,,,,12.429,,,,,,,,,19.306,,,,20.739,,,,,,,,,18.475,19.047,,,,,,,,,16.547,16.204,,,,,,,,,,,,,,,21.491,14.405,,,,,,,,
1752-08-15,1752,,20.868,,18.047,,,,,,,,14.184,,,,,,17.126,16.458,,,,,18.107,,,19.704,,,,,,,,,,,,,,,19.034,,,,,,,,,,17.343,,,,14.525,18.296,,,,16.26,,,,,,,,,,,,,18.941,,,,,,,,,,20.36,,,,,,,,,,,17.321,,,,,11.979,17.186,16.476,,19.257,,,,,,,,,,,19.718,17.172,,19.376,,,,,,16.714,,,,,,,10.292,,,,,,,,,17.375,,,,18.361,,,,,,,,,16.356,16.902,,,,,,,,,14.205,14.562,,,,,,,,,,,,,,,18.792,13.511,,,,,,,,
1752-10-15,1752,,13.237,,11.095,,,,,,,,6.52,,,,,,5.749,9.466,,,,,10.465,,,11.048,,,,,,,,,,,,,,,11.111,,,,,,,,,,5.347,,,,1.2,12.737,,,,8.351,,,,,,,,11.483,,,,,9.952,,,,,,,,,,13.337,,,11.483,,,,,,,,5.659,,,,,5.32,6.363,9.15,,10.736,,,,,,,,,,,9.17,9.407,,10.976,,,,,,10.041,,,,,,,-0.146,,,,,,,,,7.951,,,,9.287,,,,,,9.456,,,7.816,9.319,,,,,,,,,2.506,7.088,,,,,,,,,,,,,,,7.261,8.281,,,,,,,,
1752-11-15,1752,,8.784,,7.407,,,,,,,,1.341,,,,,,1.335,5.711,,,,,5.68,,,6.226,,,,,,,,,,,,,,,6.041,,,,,,,,,,1.861,,,,-2.439,9.823,,,,3.998,,,,,,,,10.371,,,,,4.529,,,,,,,,,,8.836,,,10.371,,,,,,,,1.624,,,,,0.4,2.246,5.209,,5.601,,,,,,,,,,,3.931,4.621,,6.009,,,,,,6.638,,,,,,,-3.333,,,,,,,,,3.346,,,,4.208,,,,,,5.667,,,2.862,4.079,,,,,,,,,-1.408,2.173,,,,,,,,,,,,,,,2.264,6.526,,,,,,,,
