date,year,afghanistan,albania,algeria,andorra,angola,anguilla,antarctica,argentina,armenia,aruba,australia,austria,azerbaijan,bahamas,bahrain,bangladesh,barbados,belarus,belgium,belize,benin,bhutan,bolivia,bosnia-and-herzegovina,botswana,brazil,bulgaria,burma,burundi,cabo-verde,cambodia,cameroon,canada,central-african-republic,chad,chile,china,colombia,comoros,congo,costa-rica,croatia,cuba,cyprus,denmark,djibouti,dominica,east-timor,ecuador,egypt,eritrea,estonia,ethiopia,federated-states-of-micronesia,fiji,finland,france,gabon,gambia,georgia,germany,ghana,greece,greenland,grenada,guadeloupe,guam,guatemala,guernsey,guinea,guyana,haiti,honduras,hungary,iceland,india,indonesia,iran,iraq,ireland,islas-baleares,islas-canarias,israel,italy,jamaica,japan,jersey,jordan,kazakhstan,kenya,kiribati,kuwait,kyrgyzstan,laos,latvia,lebanon,lesotho,liberia,libya,liechtenstein,lithuania,luxembourg,macau,macedonia,madagascar,malawi,malaysia,mali,malta,martinique,mauritania,mauritius,mayotte,mexico,moldova,monaco,mongolia,montenegro,montserrat,morocco,mozambique,namibia,nepal,netherlands,new-zealand,nicaragua,niger,nigeria,niue,north-korea,norway,oman,pakistan,palau,palestina,panama,paraguay,peru,philippines,poland,portugal,qatar,reunion,romania,russia,rwanda,samoa,saudi-arabia,senegal,serbia,seychelles,singapore,slovakia,slovenia,solomon-islands,somalia,south-africa,south-korea,spain,sudan,suriname,swaziland,sweden,switzerland,syria,taiwan,tajikistan,tanzania,tasmania,thailand,the-bahamas,timor,togo,tonga,tunisia,turkey,turkmenistan,uganda,ukraine,united-kingdom,united-states-of-america,uruguay,uzbekistan,venezuela,vietnam,yemen,zambia,zimbabwe
1881-09-15,1881,20.067,18.259,30.168,15.471,,27.457,,12.22,14.619,28.359,19.184,10.296,17.232,27.706,32.516,27.66,26.847,10.908,13.146,26.282,25.591,16.202,22.004,14.841,21.479,,16.266,25.201,,,27.096,,5.492,,,7.184,14.6,24.503,,23.779,25.008,15.22,26.719,25.387,-11.827,31.231,26.556,,,28.153,28.515,10.891,23.133,,,7.395,15.945,23.821,27.718,13.965,12.006,25.419,20.459,-12.77,27.084,26.586,,24.015,14.147,24.98,26.535,26.975,25.06,14.467,6.387,25.957,25.186,23.905,30.328,12.088,22.418,22.994,25.932,17.052,26.341,21.304,14.147,26.586,12.458,,,32.966,10.496,25.541,10.945,24.612,12.167,25.055,28.316,8.523,11.212,12.793,26.877,16.277,,,26.227,31.389,23.909,26.363,32.19,,,22.806,14.146,13.239,9.836,16.18,26.642,24.018,,19.912,18.626,13.501,8.572,25.826,,25.812,,16.843,5.41,29.594,25.779,,24.102,25.685,23.684,,,11.887,19.077,32.23,,13.924,4.558,,,31.432,28.377,15.351,,26.649,11.668,13.118,,27.828,15.684,20.859,18.714,,,17.768,7.977,10.675,25.983,25.842,11.174,,8.821,26.76,27.589,24.654,25.34,,26.48,19.088,21.032,,12.576,11.389,16.297,14.601,18.65,24.92,25.88,29.081,,
1881-10-15,1881,13.717,12.916,23.108,9.669,22.793,26.861,,14.564,8.3,27.845,22.518,3.615,11.206,25.889,28.471,26.281,26.919,2.908,6.2,25.315,26.438,13.386,21.861,9.079,25.162,,10.305,24.25,,,25.599,23.846,-4.174,,,8.299,7.66,24.442,,23.716,24.719,8.879,25.555,21.263,-18.956,28.858,26.525,,,24.414,27.798,3.141,22.878,,,0.735,11.0,24.145,27.538,8.473,4.775,26.103,15.101,-19.935,27.244,26.352,,23.414,10.082,24.724,27.094,26.165,24.249,7.507,2.03,24.202,25.286,18.507,23.441,8.525,17.288,21.351,21.908,11.77,25.559,13.934,10.082,21.407,4.865,,,27.298,2.419,23.587,2.914,20.168,16.439,25.003,23.981,2.18,3.18,5.723,24.144,10.343,,,25.634,29.453,20.733,26.365,29.126,,,20.93,7.36,7.131,0.306,10.352,26.347,18.881,,22.363,15.054,6.895,9.49,25.421,,26.514,,8.916,-0.866,27.432,21.564,,22.998,25.352,24.471,,,4.591,14.386,28.722,,7.752,-5.103,,,26.557,28.183,8.974,,26.701,4.963,6.66,,27.025,19.56,13.579,12.765,,,20.812,0.881,3.997,19.684,23.281,3.161,,9.977,25.555,25.812,26.069,26.046,,20.57,12.912,14.068,,5.428,7.045,9.592,17.058,11.097,25.268,23.579,26.374,,
1881-11-15,1881,6.848,6.62,16.638,8.953,22.802,26.245,,17.388,1.173,27.14,25.48,1.35,4.702,24.672,22.651,22.275,26.178,0.131,7.767,23.732,26.498,8.409,21.576,3.513,25.424,,3.568,21.534,,,25.665,23.773,-13.688,,,10.148,-0.361,23.808,,23.928,25.304,4.552,24.758,16.073,-26.225,26.249,25.916,,,18.827,25.765,0.974,21.74,,,-3.285,11.279,24.319,26.533,1.76,5.328,26.447,8.991,-27.462,26.34,25.796,,22.3,11.646,24.576,26.054,25.787,23.492,2.583,0.244,19.784,25.213,11.459,15.363,9.372,15.004,19.52,16.557,8.394,25.443,9.056,11.646,15.115,-5.4,,,19.676,-5.463,21.632,0.759,14.317,16.58,25.28,17.189,2.17,1.465,7.226,20.58,3.233,,,25.649,25.405,16.158,25.771,24.25,,,16.47,1.386,5.708,-11.674,3.546,25.807,15.386,,22.95,9.647,8.083,11.426,25.499,,25.581,,1.274,-3.656,23.708,14.877,,21.441,25.55,25.227,,,2.86,12.98,23.507,,1.442,-16.187,,,20.796,26.813,2.122,,26.475,1.29,3.2,,25.67,19.938,7.647,10.851,,,20.739,-1.723,3.634,12.274,20.911,-3.621,,11.599,24.429,24.599,26.865,26.404,,14.205,6.002,6.133,,0.073,8.006,1.473,19.695,3.046,24.625,22.155,22.954,,
1881-12-15,1881,0.344,3.998,11.927,3.872,22.461,24.736,,20.596,-5.538,26.008,27.626,-1.906,-1.716,22.761,17.225,18.132,25.167,-4.605,2.104,22.361,26.043,4.268,23.103,1.043,26.602,,-0.139,18.417,,,24.734,23.7,-19.165,,,12.836,-7.398,24.229,,23.87,24.298,1.841,23.141,12.25,-31.015,24.563,24.515,,,14.09,23.509,-2.767,21.221,,,-6.408,6.483,24.496,24.266,-3.96,0.51,26.228,5.881,-32.729,25.614,24.204,,20.695,6.718,23.44,25.522,24.85,22.145,-0.814,-2.702,17.042,25.282,4.933,8.679,4.833,11.143,17.284,11.671,5.652,24.206,2.373,6.718,9.648,-15.406,,,13.165,-14.848,18.97,-3.23,9.599,20.157,24.789,12.95,-2.602,-2.57,1.544,16.389,-0.152,,,25.574,21.328,13.901,24.245,19.476,,,14.703,-3.392,0.894,-21.3,0.816,24.191,11.23,,24.109,6.517,3.152,13.378,24.137,,24.504,,-7.676,-5.37,20.569,10.155,,20.326,25.429,27.626,,,-1.277,7.621,18.605,,-2.728,-23.912,,,15.962,24.208,-1.056,,26.453,-2.074,0.425,,24.994,23.153,0.264,5.37,,,23.598,-4.798,-1.509,6.608,17.547,-12.759,,12.969,22.635,22.82,26.797,26.439,,10.887,1.004,-2.577,,-5.003,3.853,-0.804,22.899,-7.253,24.381,19.953,20.358,,
1882-01-15,1882,0.122,3.222,11.733,4.38,23.109,24.013,,20.9,-5.453,25.134,28.525,-2.451,-0.59,22.345,15.345,18.735,24.712,-1.593,1.641,23.08,26.481,4.701,,0.77,26.589,,-0.609,18.627,,,24.631,24.33,-24.396,,,13.562,-6.914,24.296,,24.538,25.007,1.701,22.639,9.434,-34.895,24.473,23.929,,,12.551,23.406,-0.699,22.228,,,-5.521,6.563,25.185,24.429,-2.704,0.093,26.83,4.632,-37.484,25.256,23.736,,21.412,6.415,24.216,25.417,23.847,22.877,-0.476,-2.746,17.571,25.522,4.708,7.572,6.699,10.683,16.958,9.516,4.887,23.46,2.286,6.415,7.809,-12.717,,,11.741,-13.705,18.835,-0.848,7.454,20.275,25.362,12.147,-2.872,-0.555,0.73,15.03,-0.871,,,25.57,21.101,12.625,23.702,19.263,,,14.338,-1.902,1.231,-18.292,0.448,23.744,11.587,,24.676,6.81,2.982,14.388,24.732,,24.752,,-7.868,-5.533,19.917,9.843,,20.381,25.479,27.148,,25.663,-0.5,8.144,16.65,,-2.061,-22.778,,,14.737,24.327,-1.257,,26.403,-1.575,0.202,,25.586,23.772,0.041,5.688,,,23.705,-4.102,-1.978,5.207,16.94,-12.503,,14.263,22.745,22.431,26.954,27.078,,9.931,-0.568,-0.56,,-2.343,5.14,-3.404,23.337,-4.86,24.24,19.289,20.393,,
1882-02-15,1882,0.226,2.937,13.826,5.09,23.466,24.501,,20.21,-6.756,24.669,27.256,-1.666,-2.243,22.552,15.503,19.763,24.741,-2.902,3.535,24.107,28.183,4.773,21.963,0.729,26.168,,-0.565,20.194,,,25.819,25.3,-21.799,,,13.401,-5.392,24.383,,25.099,24.979,2.222,22.751,8.72,-34.193,25.236,24.058,,,13.344,24.023,-2.594,23.153,,,-7.44,7.743,25.565,26.433,-4.838,1.565,28.159,4.23,-36.319,25.163,23.987,,22.319,7.09,26.473,25.28,23.831,23.913,0.615,-5.308,18.714,25.424,5.194,8.376,7.224,11.015,17.561,9.131,4.911,23.278,2.112,7.09,8.128,-12.056,,,12.722,-12.998,20.115,-2.111,6.784,19.703,26.447,13.375,-2.633,-1.495,2.759,14.032,-0.477,,,25.572,23.774,11.27,23.975,22.091,,,15.766,-1.962,2.438,-16.096,0.494,23.985,13.36,,24.381,6.938,4.383,13.651,24.984,,26.652,,-6.358,-7.297,20.469,9.989,,20.204,25.36,26.622,,25.045,-0.004,10.025,16.492,,-1.815,-19.701,,,15.972,26.603,-0.858,,26.463,-1.023,0.737,,26.18,23.316,0.621,7.59,,,23.439,-5.368,-0.644,5.377,15.903,-12.241,,15.085,24.56,22.464,26.757,28.259,,10.906,-1.058,-0.151,,-3.559,5.879,-1.104,22.597,-4.006,24.438,19.724,21.874,,
1882-03-15,1882,6.666,9.966,17.061,8.127,22.65,24.213,,17.341,0.004,24.833,26.491,4.683,3.258,23.071,19.366,25.21,24.813,3.303,7.465,25.382,29.633,9.684,21.585,8.354,22.948,,7.549,23.761,,,27.465,25.891,-18.528,,,11.432,1.357,23.918,,25.062,25.694,9.555,23.385,13.466,-32.947,26.61,24.08,,,17.87,25.601,0.558,23.792,,,-4.649,10.837,25.352,28.23,1.028,6.145,29.018,10.699,-34.528,25.377,24.055,,23.693,8.629,28.366,25.562,23.923,25.269,8.902,-5.52,24.455,25.332,10.322,14.57,7.492,12.738,17.385,14.796,9.907,23.582,3.963,8.629,14.445,-4.627,,,17.698,-5.342,22.654,1.721,12.675,14.582,27.1,17.617,2.09,2.961,7.143,16.659,7.745,,,25.956,26.699,14.227,24.036,24.57,,,18.417,6.169,7.145,-6.399,8.408,24.06,14.997,,22.307,13.172,7.59,14.202,26.097,,28.608,,-1.239,-6.0,23.744,16.491,,21.766,25.409,24.968,,25.828,5.88,11.786,20.103,,6.755,-13.405,,,20.449,28.889,7.991,,26.809,6.265,7.643,,27.143,19.194,4.064,9.708,,,19.645,-2.687,4.55,12.01,17.524,-4.731,,13.632,26.765,23.022,26.315,29.012,,14.257,5.754,5.887,,4.118,6.712,2.539,19.672,2.601,24.829,21.84,24.443,,
1882-04-15,1882,13.683,11.044,21.852,9.672,22.178,25.205,,12.681,5.159,26.101,21.734,5.566,7.909,24.436,24.679,27.228,25.704,6.29,8.668,26.526,28.968,12.411,19.567,9.439,20.372,,9.566,26.013,,,28.692,25.34,-7.976,,,8.076,8.561,23.47,,24.76,25.901,10.42,24.57,15.133,-23.501,28.102,25.119,,,22.144,27.788,4.1,24.027,,,-0.248,12.047,24.985,28.678,4.974,7.495,27.81,11.746,-25.072,26.268,25.155,,24.89,9.55,27.987,25.553,24.477,26.296,10.484,-3.893,27.457,25.249,16.137,20.143,7.75,14.909,17.968,17.587,10.674,24.338,10.139,9.55,18.294,4.206,,,23.885,3.392,25.301,5.141,15.128,11.715,26.023,21.743,3.3,6.105,8.464,21.376,9.434,,,26.359,30.151,14.516,25.112,27.65,,,20.583,9.335,8.029,3.288,9.821,25.168,17.283,,20.201,16.123,8.656,11.144,26.932,,28.853,,7.154,-2.916,27.65,21.933,,22.177,25.519,21.695,,26.862,7.954,12.56,25.292,,9.172,-6.265,,,25.225,29.984,9.985,,26.719,7.821,8.326,,27.738,16.153,11.097,11.977,,,17.84,0.506,5.972,15.832,20.612,3.734,,10.343,28.211,24.392,26.413,27.836,,17.164,8.935,13.764,,7.457,6.894,7.559,15.809,11.838,24.982,24.795,27.095,,
1882-05-15,1882,20.412,15.54,27.856,13.385,20.737,26.178,,10.532,11.452,27.836,18.129,10.937,15.211,25.548,29.298,26.969,26.536,12.969,12.626,26.684,28.25,14.296,18.933,13.938,16.885,,14.368,26.289,,,28.429,24.891,1.836,,,7.007,13.391,23.798,,24.538,26.076,15.218,25.626,18.717,-12.198,30.006,26.251,,,25.682,29.276,10.618,24.201,,,6.527,15.016,24.71,29.955,11.281,11.841,27.242,16.717,-13.537,26.769,26.296,,24.795,11.929,27.798,25.342,25.606,26.198,15.028,1.041,29.079,25.426,22.315,25.958,10.551,18.541,19.19,20.489,15.27,25.634,13.954,11.929,21.878,16.144,,,29.474,9.477,26.594,11.481,18.579,8.005,26.077,27.003,8.35,11.851,12.567,25.107,14.067,,,26.463,33.506,18.841,26.252,31.395,,,22.402,15.129,12.13,10.127,14.319,26.312,19.995,,17.288,17.23,12.537,8.051,27.002,,28.638,,12.418,3.213,31.028,26.894,,22.878,26.035,19.852,,27.479,12.35,14.981,29.638,,13.716,4.182,,,28.959,31.426,14.426,,26.62,12.333,13.59,,28.295,12.61,15.678,15.257,,,15.118,7.12,10.75,20.672,23.499,9.79,,9.037,28.152,25.51,25.769,27.162,,22.982,14.105,22.657,,14.579,10.043,12.539,13.23,21.083,24.878,26.538,29.215,,
1882-06-15,1882,25.591,19.023,31.941,16.652,18.312,27.043,,7.12,15.883,28.805,13.473,12.478,20.136,27.738,33.307,27.612,26.575,15.211,14.288,27.091,,16.984,16.799,16.818,13.864,,17.501,25.892,,,27.774,,9.307,,,4.326,17.718,23.754,,23.022,25.888,17.647,27.369,22.342,-4.712,31.132,26.419,,,28.13,29.047,14.556,22.928,,,11.235,16.809,,28.799,15.138,14.173,,20.374,-6.117,26.51,26.762,,24.807,13.061,25.401,24.663,27.354,25.895,16.944,5.242,28.172,24.784,27.559,31.14,12.066,21.872,20.597,24.134,18.906,27.263,17.884,13.061,25.748,21.364,,,34.424,13.992,26.9,15.073,22.399,5.548,24.533,29.286,10.139,14.99,14.494,27.395,17.411,,,26.169,33.542,22.588,26.51,33.052,,,24.041,17.714,15.859,15.285,17.733,26.83,23.56,,14.47,19.097,14.481,6.518,26.563,,,,16.782,8.139,32.482,29.995,,23.503,26.265,17.5,,26.768,14.905,18.018,33.114,,16.265,10.65,,,32.173,29.992,17.246,,26.696,14.113,15.706,,27.155,10.188,19.584,19.049,,,13.004,11.725,13.059,25.395,25.216,15.151,,6.659,27.545,27.703,23.853,,,26.804,18.247,28.841,,16.923,11.591,18.501,10.675,27.318,24.204,27.128,30.282,,
1882-07-15,1882,25.347,22.492,33.068,18.145,17.85,27.982,,7.125,20.318,28.944,13.483,15.217,23.516,28.33,33.753,28.144,26.816,20.051,16.219,26.197,25.265,18.282,16.582,19.756,13.806,,21.912,25.673,,,27.479,22.754,12.056,,,4.23,19.702,23.715,,22.286,25.624,20.659,27.421,25.704,-2.743,31.547,26.895,,,29.715,27.793,17.785,21.821,,,15.21,18.108,21.837,28.386,19.811,16.686,25.094,24.284,-3.863,26.655,27.579,,24.05,14.865,24.911,24.851,27.658,25.031,20.971,7.777,25.96,24.616,28.36,33.749,13.999,23.641,22.562,26.49,21.4,27.058,22.287,14.865,28.022,22.269,,,35.393,15.067,26.786,18.463,25.134,5.89,24.585,29.585,12.137,18.728,16.272,27.937,21.091,,,26.164,31.999,24.831,27.124,33.341,,,24.474,23.064,17.631,18.441,21.194,27.694,25.8,,14.171,19.298,16.624,5.581,25.879,,25.344,,20.488,11.212,31.429,27.997,,23.948,25.855,17.034,,26.379,19.255,20.105,33.28,,20.98,14.553,,,33.093,29.002,20.833,,26.849,18.518,18.549,,26.323,10.226,23.507,21.055,,,13.244,14.589,14.676,28.881,26.147,16.077,,6.23,27.354,28.16,23.917,24.892,,28.381,23.424,29.264,,22.256,13.453,20.341,9.931,27.659,24.133,27.126,29.808,,
1882-08-15,1882,25.318,20.563,32.106,18.712,19.945,27.719,,9.632,20.614,29.044,16.508,13.127,23.748,28.274,34.474,27.447,26.987,17.144,15.337,26.231,24.598,17.092,19.523,17.571,17.164,,19.411,25.032,,,26.281,22.621,11.879,,,5.79,18.194,24.299,,22.993,25.793,18.581,27.322,26.08,-5.27,31.962,26.98,,,29.79,28.129,17.774,22.34,,,15.782,18.252,22.236,26.972,19.659,14.888,24.513,22.497,-6.319,26.906,27.311,,24.051,15.589,24.06,25.648,27.529,25.289,17.673,5.477,25.927,24.806,28.644,34.151,14.23,24.503,22.855,27.092,20.873,26.914,23.823,15.589,28.502,21.933,,,36.12,15.252,25.451,17.38,25.57,8.974,24.155,29.193,10.911,16.917,15.359,27.011,18.826,,,25.54,30.443,24.667,27.0,32.169,,,23.301,19.571,17.851,16.229,18.882,27.391,25.725,,16.608,18.979,15.535,5.431,26.151,,24.793,,20.539,10.793,30.763,27.749,,24.424,26.095,20.66,,26.515,16.239,21.151,33.917,,17.661,12.922,,,33.577,27.427,17.99,,25.882,15.013,16.657,,27.016,12.694,23.766,21.987,,,15.688,14.569,14.057,28.85,25.959,16.86,,6.813,26.273,28.109,24.21,24.454,,27.9,22.71,29.256,,19.026,13.434,20.059,12.57,27.66,24.544,25.793,29.773,,
1882-09-15,1882,19.641,19.087,28.119,13.614,22.348,27.826,,12.278,14.012,29.136,19.794,11.292,17.239,27.604,31.904,27.712,27.288,12.84,13.344,26.141,25.478,16.12,20.795,16.267,21.365,,17.647,25.275,,,26.63,23.433,6.214,,,7.79,14.278,24.522,,23.949,25.492,16.429,27.007,25.0,-11.65,31.113,27.17,,,28.6,28.628,12.699,23.112,,,9.207,15.419,23.873,27.253,13.917,13.18,25.236,20.755,-12.924,27.411,27.229,,23.971,13.534,24.436,26.511,27.44,25.201,16.25,3.894,25.804,25.17,23.582,29.6,11.318,20.665,21.886,25.817,17.261,26.996,20.126,13.534,26.403,14.66,,,32.176,10.27,25.419,12.768,24.166,12.251,24.588,28.184,8.876,13.085,13.197,27.236,17.199,,,25.894,30.267,23.609,27.005,30.914,,,22.267,16.659,12.669,9.412,17.428,27.285,22.077,,19.624,18.328,14.038,8.907,26.138,,25.865,,16.389,6.963,29.388,25.178,,24.14,25.895,21.949,,26.963,14.556,16.727,31.698,,16.003,5.461,,,31.004,27.822,16.744,,25.953,13.889,13.948,,27.636,15.576,19.96,16.316,,,17.903,9.91,10.538,25.401,25.694,10.691,,8.968,26.437,27.518,25.616,25.241,,25.074,18.98,21.809,,14.918,10.925,15.645,13.214,19.885,25.142,25.656,28.917,,
1882-10-15,1882,13.235,14.546,24.247,11.405,22.779,26.92,,15.898,6.688,27.998,22.651,7.461,9.646,26.132,27.569,25.875,26.685,3.701,10.183,25.381,26.548,12.842,21.699,12.293,23.37,,11.13,23.986,,,26.258,23.526,-2.128,,,9.254,7.421,23.818,,23.67,24.219,12.531,25.828,20.113,-21.131,28.016,26.353,,,23.57,26.82,4.179,22.146,,,2.183,13.392,24.082,28.146,6.873,8.568,26.163,15.412,-22.129,26.921,26.219,,23.313,12.219,25.242,26.485,26.526,24.133,10.651,3.471,23.959,24.841,17.386,22.412,9.79,18.129,22.048,21.094,14.258,26.112,14.482,12.219,20.705,0.778,,,25.982,0.402,23.967,4.083,19.146,13.173,25.17,23.978,6.088,4.533,9.95,25.338,11.721,,,25.497,30.043,21.486,26.126,29.759,,,20.452,7.939,9.576,-0.974,12.558,26.24,19.506,,21.111,14.845,10.342,8.87,25.14,,26.367,,9.916,1.223,26.86,21.484,,22.473,24.705,24.761,,26.536,6.819,14.336,27.932,,9.092,-7.454,,,25.647,28.812,11.226,,25.629,7.982,10.553,,26.326,16.723,14.667,13.319,,,18.115,3.359,7.641,18.592,24.305,2.277,,10.191,25.672,26.033,26.25,26.111,,21.48,11.76,11.987,,5.42,8.98,9.511,18.011,8.384,24.831,24.207,25.512,,
1882-11-15,1882,7.146,9.46,17.044,8.224,22.953,26.002,,17.499,3.627,27.385,25.757,1.443,7.142,23.446,21.518,22.703,26.16,-0.919,5.589,22.633,26.298,8.232,,6.734,25.065,,6.903,21.539,,,24.934,23.547,-12.482,,,10.446,-1.303,23.982,,23.992,24.27,6.828,23.707,17.205,-28.466,25.359,25.74,,,18.26,24.629,-3.277,21.025,,,-9.136,10.077,24.29,26.603,5.258,3.594,26.176,11.165,-29.566,26.357,25.641,,21.01,9.668,24.468,25.789,25.522,22.274,4.96,-2.328,19.734,24.896,11.771,15.777,6.311,15.297,20.349,17.065,9.138,25.103,7.401,9.668,15.444,-2.17,,,19.126,-4.145,21.004,-2.575,15.093,15.576,24.993,17.352,0.337,-1.002,5.392,19.678,6.287,,,25.161,25.672,17.179,25.61,24.679,,,16.684,4.517,4.909,-12.763,6.865,25.654,15.327,,23.106,9.742,5.765,11.019,24.336,,25.348,,-0.207,-7.389,22.601,14.468,,21.343,25.077,24.853,,25.402,2.025,11.364,22.301,,4.842,-18.086,,,19.67,26.909,5.573,,25.565,2.683,4.448,,25.055,19.49,6.385,9.693,,,19.767,-6.091,2.524,13.204,19.974,-2.192,,13.177,23.939,23.243,26.883,26.155,,14.957,8.239,8.562,,2.615,5.122,1.709,18.985,6.131,24.772,21.392,21.78,,
1882-12-15,1882,4.038,6.043,12.063,5.277,21.88,25.233,,19.053,-1.294,27.071,26.596,-1.836,2.899,22.264,18.501,19.267,25.789,-6.347,2.777,20.773,,5.526,,3.567,24.939,,2.695,19.269,,,23.768,,-20.67,,,11.646,-7.922,23.978,,23.1,23.985,3.773,22.818,13.539,-31.232,24.013,25.338,,,14.248,22.871,-7.617,20.521,,,-12.95,7.506,,24.676,0.042,0.108,,7.512,-32.692,26.125,25.106,,19.282,7.419,23.833,24.978,25.296,21.167,1.427,-4.843,17.661,24.624,8.368,11.199,4.081,11.764,17.769,13.144,6.24,24.994,1.764,7.419,11.104,-12.313,,,15.212,-9.32,18.728,-7.047,10.964,17.141,24.906,12.782,-2.381,-5.393,2.447,15.317,2.254,,,24.76,21.386,14.731,25.081,19.786,,,13.852,-1.448,1.782,-24.905,3.32,25.11,11.45,,23.339,7.361,2.852,14.377,23.67,,,,-9.228,-10.874,20.678,11.62,,20.269,25.153,24.833,,24.407,-2.052,7.933,19.612,,0.469,-27.507,,,16.445,24.611,1.967,,25.214,-0.674,1.514,,24.253,21.104,-1.04,5.814,,,20.782,-10.41,-0.688,8.448,16.452,-6.187,,13.822,22.353,22.144,26.525,,,11.342,3.258,3.608,,-4.335,2.903,-3.556,21.101,0.277,24.704,19.255,19.986,,
1883-01-15,1883,-0.847,2.836,12.018,4.803,21.674,24.276,,20.758,-8.915,26.215,27.989,-3.707,-4.515,22.573,14.801,17.158,24.95,-10.016,2.278,22.037,,3.243,21.715,-0.617,24.453,,-2.113,17.664,,,23.896,,-25.462,,,13.184,-8.831,24.037,,23.406,25.184,-0.159,23.147,11.096,-31.101,24.159,24.42,,,13.328,23.033,-9.055,21.475,,25.566,-11.773,7.127,,24.076,-7.022,-0.63,,4.947,-32.672,25.527,24.201,,20.475,7.222,23.974,24.662,24.82,22.565,-2.684,-2.424,16.706,24.895,3.14,7.025,5.563,10.852,17.05,10.612,4.403,24.888,0.173,7.222,8.572,-16.54,,,11.302,-14.227,18.068,-8.656,8.029,17.327,24.982,12.411,-2.989,-7.291,1.567,14.083,-1.415,,,24.881,20.983,12.618,24.19,19.274,,,13.289,-6.749,0.681,-21.363,-0.464,24.203,11.688,,23.082,5.616,2.568,15.654,24.873,,,25.238,-10.509,-8.723,19.071,8.74,,19.977,25.612,26.704,,24.498,-4.084,8.524,15.998,,-4.83,-26.843,,,14.765,24.031,-2.535,,25.684,-4.384,-1.938,,24.728,21.42,-2.3,6.319,,,20.916,-8.907,-1.456,4.846,15.367,-12.242,,15.456,22.099,22.581,26.866,,24.678,10.475,-1.724,-3.554,,-9.677,4.352,-5.876,23.576,-7.155,24.443,18.478,20.053,,
1883-02-15,1883,-0.692,4.01,14.15,6.354,22.501,24.181,,19.706,-5.724,25.596,26.476,-0.815,-1.971,23.615,16.211,18.749,24.698,-7.091,4.813,23.589,,4.155,21.319,1.769,25.249,,-1.038,19.322,,,25.35,,-23.535,,,12.756,-6.542,24.036,,24.179,25.679,2.943,23.935,11.025,-31.861,24.718,24.085,,,13.647,23.33,-6.908,22.321,,25.301,-8.947,8.736,,25.38,-3.713,2.221,,5.177,-33.32,25.402,24.007,,21.671,7.401,25.569,24.918,25.067,23.836,0.416,-2.015,18.281,24.569,5.126,9.672,6.086,11.584,16.85,10.86,6.261,25.131,0.021,7.401,9.777,-16.418,,,13.508,-15.924,19.486,-6.051,8.649,18.742,25.528,13.21,-1.068,-5.052,4.328,13.857,0.287,,,25.131,23.18,12.352,23.952,21.342,,,14.95,-5.167,3.761,-18.571,1.524,24.016,13.193,,23.642,5.873,5.091,15.809,25.584,,,25.229,-8.141,-6.208,20.424,9.552,,19.849,25.748,26.464,,24.606,-1.678,9.516,17.063,,-3.2,-23.702,,,16.703,25.606,-0.304,,25.889,-1.596,1.634,,25.394,22.57,-0.44,7.589,,,22.328,-6.021,1.235,7.064,15.64,-13.988,,15.295,23.956,23.598,25.819,,24.922,11.597,0.069,-2.322,,-7.113,5.426,-3.695,22.729,-7.619,24.7,19.19,21.485,,
1883-03-15,1883,8.637,5.286,17.592,3.921,22.487,24.299,,17.898,1.459,26.334,24.991,-2.905,4.817,22.502,20.975,24.247,25.075,-4.982,1.011,23.669,30.192,8.797,22.014,1.843,23.593,,2.21,23.358,,,27.309,26.304,-16.403,,,11.305,0.755,24.5,,25.05,25.751,2.365,23.178,13.699,-24.119,26.99,24.534,,,18.663,26.272,-6.115,24.099,,26.301,-7.913,6.666,25.584,27.107,2.132,-1.346,28.963,7.447,-25.639,25.717,24.608,,22.278,4.086,27.182,25.572,24.356,24.508,0.709,-3.256,23.156,25.593,12.65,16.017,3.804,9.804,16.103,15.112,4.879,24.45,2.875,4.086,14.702,-2.157,,,20.006,-2.025,22.529,-5.316,12.959,16.081,25.953,18.159,-4.044,-4.805,0.628,16.332,2.89,,,26.047,27.301,12.276,24.615,24.333,,,17.398,-0.664,1.733,-8.128,2.836,24.606,14.206,,22.552,11.241,1.162,13.78,25.901,,29.424,26.063,-1.777,-7.721,24.051,16.239,,21.898,25.664,26.084,,25.929,-2.778,8.611,21.499,,-0.307,-14.476,,,21.631,27.837,1.529,,26.478,-2.291,0.496,,27.306,20.305,3.816,6.42,,,20.867,-6.141,-1.234,12.497,17.443,-1.152,,14.596,26.64,22.357,27.368,29.23,25.532,13.462,5.223,10.025,,-2.595,2.387,2.333,21.615,7.653,25.583,21.7,24.942,,
