dt,AverageTemperature,Year,Month,Days delta,Season,MA,Season offset
1917-10-01,11.593,1917.75,10,2830,3,12.154083333333332,-0.5610833333333325
1917-11-01,9.864,1917.8333333333333,11,2861,3,12.16025,-2.296249999999999
1917-12-01,4.372,1917.9166666666667,12,2891,0,11.916833333333331,-7.544833333333331
1918-01-01,6.613,1918.0,1,2922,0,12.086833333333333,-5.473833333333332
1918-02-01,7.926,1918.0833333333333,2,2953,0,12.343833333333334,-4.417833333333334
1918-03-01,9.11,1918.1666666666667,3,2981,1,12.477833333333331,-3.3678333333333317
1918-04-01,10.761,1918.25,4,3012,1,12.581916666666666,-1.8209166666666672
1918-05-01,15.666,1918.3333333333333,5,3042,1,12.508083333333333,3.157916666666667
1918-06-01,16.340999999999998,1918.4166666666667,6,3073,2,12.300583333333334,4.040416666666664
1918-07-01,18.965,1918.5,7,3103,2,12.264416666666667,6.7005833333333324
1918-08-01,19.109,1918.5833333333333,8,3134,2,12.338000000000001,6.771000000000001
1918-09-01,16.880000000000006,1918.6666666666667,9,3165,3,12.266666666666666,4.61333333333334
1918-10-01,11.760000000000002,1918.75,10,3195,3,12.280583333333334,-0.5205833333333327
1918-11-01,9.42,1918.8333333333333,11,3226,3,12.243583333333333,-2.8235833333333336
1918-12-01,9.146,1918.9166666666667,12,3256,0,12.64141666666667,-3.495416666666669
1919-01-01,6.261,1919.0,1,3287,0,12.612083333333336,-6.351083333333336
1919-02-01,6.992000000000001,1919.0833333333333,2,3318,0,12.53425,-5.542249999999999
1919-03-01,9.068,1919.1666666666667,3,3346,1,12.530750000000003,-3.4627500000000033
1919-04-01,10.345999999999998,1919.25,4,3377,1,12.496166666666666,-2.1501666666666672
1919-05-01,15.3,1919.3333333333333,5,3407,1,12.465666666666666,2.834333333333335
1919-06-01,17.869,1919.4166666666667,6,3438,2,12.593000000000002,5.275999999999998
1919-07-01,17.191000000000006,1919.5,7,3468,2,12.445166666666667,4.745833333333339
1919-08-01,19.957,1919.5833333333333,8,3499,2,12.515833333333333,7.441166666666668
1919-09-01,17.506,1919.6666666666667,9,3530,3,12.568,4.938000000000001
1919-10-01,10.843,1919.75,10,3560,3,12.491583333333333,-1.6485833333333328
1919-11-01,7.725999999999999,1919.8333333333333,11,3591,3,12.350416666666668,-4.624416666666669
1919-12-01,7.997000000000001,1919.9166666666667,12,3621,0,12.254666666666665,-4.2576666666666645
1920-01-01,8.138,1920.0,1,3652,0,12.411083333333332,-4.273083333333332
1920-02-01,8.972999999999999,1920.0833333333333,2,3683,0,12.576166666666667,-3.6031666666666684
1920-03-01,10.823,1920.1666666666667,3,3712,1,12.722416666666666,-1.8994166666666654
1920-04-01,12.327,1920.25,4,3743,1,12.887500000000001,-0.5605000000000011
1920-05-01,16.451,1920.3333333333333,5,3773,1,12.983416666666669,3.467583333333332
1920-06-01,17.644000000000005,1920.4166666666667,6,3804,2,12.964666666666668,4.679333333333338
1920-07-01,18.704,1920.5,7,3834,2,13.09075,5.613250000000001
1920-08-01,17.783,1920.5833333333333,8,3865,2,12.909583333333336,4.873416666666666
1920-09-01,16.549,1920.6666666666667,9,3896,3,12.829833333333335,3.7191666666666645
1920-10-01,13.220999999999998,1920.75,10,3926,3,13.028,0.19299999999999784
1920-11-01,8.850999999999997,1920.8333333333333,11,3957,3,13.12175,-4.270750000000003
1920-12-01,6.756,1920.9166666666667,12,3987,0,13.018333333333336,-6.262333333333336
1921-01-01,8.905000000000003,1921.0,1,4018,0,13.082250000000002,-4.177249999999999
1921-02-01,7.409000000000002,1921.0833333333333,2,4049,0,12.951916666666667,-5.542916666666666
1921-03-01,10.15,1921.1666666666667,3,4077,1,12.895833333333336,-2.7458333333333353
1921-04-01,11.364999999999998,1921.25,4,4108,1,12.815666666666667,-1.4506666666666685
1921-05-01,15.492,1921.3333333333333,5,4138,1,12.735750000000001,2.7562499999999996
1921-06-01,18.09,1921.4166666666667,6,4169,2,12.772916666666667,5.317083333333333
1921-07-01,21.098000000000003,1921.5,7,4199,2,12.972416666666668,8.125583333333335
1921-08-01,19.058,1921.5833333333333,8,4230,2,13.078666666666669,5.979333333333331
1921-09-01,17.965999999999998,1921.6666666666667,9,4261,3,13.19675,4.769249999999998
1921-10-01,15.595999999999998,1921.75,10,4291,3,13.394666666666666,2.2013333333333325
1921-11-01,8.130999999999998,1921.8333333333333,11,4322,3,13.334666666666665,-5.203666666666667
1921-12-01,7.386,1921.9166666666667,12,4352,0,13.387166666666666,-6.001166666666665
1922-01-01,6.537000000000001,1922.0,1,4383,0,13.189833333333333,-6.652833333333332
1922-02-01,7.742000000000001,1922.0833333333333,2,4414,0,13.217583333333332,-5.475583333333331
1922-03-01,9.572,1922.1666666666667,3,4442,1,13.169416666666665,-3.597416666666666
