dt,AverageTemperature,Year,Month,Days delta,Season,MA,Season offset
1941-11-01,9.43,1941.8333333333333,11,11627,3,12.153416666666665,-2.7234166666666653
1941-12-01,6.848000000000001,1941.9166666666667,12,11657,0,12.326250000000002,-5.478250000000001
1942-01-01,3.544,1942.0,1,11688,0,12.252416666666667,-8.708416666666666
1942-02-01,3.810000000000001,1942.0833333333333,2,11719,0,11.935333333333332,-8.125333333333332
1942-03-01,10.649,1942.1666666666667,3,11747,1,11.977666666666666,-1.3286666666666669
1942-04-01,12.746,1942.25,4,11778,1,12.138416666666666,0.6075833333333343
1942-05-01,15.173,1942.3333333333333,5,11808,1,12.337333333333333,2.8356666666666666
1942-06-01,18.057,1942.4166666666667,6,11839,2,12.335166666666666,5.721833333333333
1942-07-01,19.153,1942.5,7,11869,2,12.253583333333333,6.899416666666665
1942-08-01,19.598,1942.5833333333333,8,11900,2,12.384500000000001,7.213499999999998
1942-09-01,17.887,1942.6666666666667,9,11931,3,12.475999999999999,5.411000000000001
1942-10-01,14.928,1942.75,10,11961,3,12.651916666666665,2.276083333333336
1942-11-01,8.867999999999997,1942.8333333333333,11,11992,3,12.605083333333333,-3.737083333333336
1942-12-01,7.809,1942.9166666666667,12,12022,0,12.685166666666666,-4.876166666666665
1943-01-01,7.98,1943.0,1,12053,0,13.054833333333335,-5.074833333333334
1943-02-01,8.445,1943.0833333333333,2,12084,0,13.441083333333333,-4.996083333333333
1943-03-01,10.742,1943.1666666666667,3,12112,1,13.448833333333333,-2.706833333333332
1943-04-01,13.544,1943.25,4,12143,1,13.515333333333333,0.02866666666666795
1943-05-01,16.129,1943.3333333333333,5,12173,1,13.594999999999999,2.5340000000000025
1943-06-01,17.817,1943.4166666666667,6,12204,2,13.575000000000001,4.241999999999999
1943-07-01,19.993,1943.5,7,12234,2,13.645000000000001,6.347999999999997
1943-08-01,20.093,1943.5833333333333,8,12265,2,13.686250000000001,6.406749999999999
1943-09-01,17.348000000000006,1943.6666666666667,9,12296,3,13.641333333333334,3.7066666666666723
1943-10-01,14.457,1943.75,10,12326,3,13.602083333333335,0.8549166666666661
1943-11-01,8.827,1943.8333333333333,11,12357,3,13.598666666666668,-4.771666666666668
1943-12-01,6.9,1943.9166666666667,12,12387,0,13.522916666666667,-6.622916666666667
1944-01-01,7.932,1944.0,1,12418,0,13.518916666666668,-5.586916666666667
1944-02-01,5.4910000000000005,1944.0833333333333,2,12449,0,13.27275,-7.78175
1944-03-01,8.245000000000001,1944.1666666666667,3,12478,1,13.064666666666668,-4.8196666666666665
1944-04-01,13.355999999999998,1944.25,4,12509,1,13.049,0.3069999999999986
1944-05-01,15.242,1944.3333333333333,5,12539,1,12.975083333333336,2.266916666666665
1944-06-01,17.375,1944.4166666666667,6,12570,2,12.938250000000002,4.436749999999998
1944-07-01,19.484,1944.5,7,12600,2,12.895833333333334,6.588166666666668
1944-08-01,21.345,1944.5833333333333,8,12631,2,13.000166666666667,8.344833333333332
1944-09-01,16.495,1944.6666666666667,9,12662,3,12.929083333333333,3.565916666666668
1944-10-01,12.130999999999998,1944.75,10,12692,3,12.73525,-0.6042500000000022
1944-11-01,9.901,1944.8333333333333,11,12723,3,12.82475,-2.92375
1944-12-01,6.6110000000000015,1944.9166666666667,12,12753,0,12.800666666666666,-6.189666666666665
1945-01-01,2.8060000000000005,1945.0,1,12784,0,12.3735,-9.567499999999999
1945-02-01,9.457,1945.0833333333333,2,12815,0,12.704,-3.247
1945-03-01,10.773,1945.1666666666667,3,12843,1,12.914666666666667,-2.1416666666666675
1945-04-01,13.876,1945.25,4,12874,1,12.958,0.9179999999999993
1945-05-01,16.401,1945.3333333333333,5,12904,1,13.054583333333333,3.3464166666666664
1945-06-01,18.995,1945.4166666666667,6,12935,2,13.189583333333333,5.805416666666668
1945-07-01,20.437,1945.5,7,12965,2,13.268999999999998,7.168000000000003
1945-08-01,19.102,1945.5833333333333,8,12996,2,13.082083333333332,6.019916666666669
1945-09-01,17.698,1945.6666666666667,9,13027,3,13.182333333333334,4.515666666666666
1945-10-01,14.13,1945.75,10,13057,3,13.348916666666668,0.7810833333333331
1945-11-01,9.479,1945.8333333333333,11,13088,3,13.31375,-3.8347500000000014
1945-12-01,7.621,1945.9166666666667,12,13118,0,13.397916666666667,-5.776916666666667
1946-01-01,5.13,1946.0,1,13149,0,13.591583333333332,-8.461583333333333
1946-02-01,9.033,1946.0833333333333,2,13180,0,13.55625,-4.523250000000001
1946-03-01,9.616,1946.1666666666667,3,13208,1,13.459833333333334,-3.8438333333333343
1946-04-01,13.344,1946.25,4,13239,1,13.415500000000002,-0.07150000000000212
1946-05-01,15.004,1946.3333333333333,5,13269,1,13.299083333333334,1.7049166666666657
1946-06-01,16.959,1946.4166666666667,6,13300,2,13.129416666666666,3.829583333333334
1946-07-01,20.04,1946.5,7,13330,2,13.096333333333334,6.943666666666665
1946-08-01,18.8,1946.5833333333333,8,13361,2,13.071166666666668,5.728833333333332
1946-09-01,17.48,1946.6666666666667,9,13392,3,13.052999999999999,4.427000000000001
1946-10-01,13.27,1946.75,10,13422,3,12.981333333333334,0.28866666666666596
1946-11-01,9.983,1946.8333333333333,11,13453,3,13.023333333333332,-3.040333333333331
1946-12-01,5.355,1946.9166666666667,12,13483,0,12.8345,-7.4795
1947-01-01,4.7650000000000015,1947.0,1,13514,0,12.804083333333333,-8.03908333333333
1947-02-01,5.155,1947.0833333333333,2,13545,0,12.480916666666666,-7.325916666666665
1947-03-01,10.367,1947.1666666666667,3,13573,1,12.543500000000002,-2.1765000000000008
1947-04-01,13.591,1947.25,4,13604,1,12.56408333333333,1.0269166666666685
1947-05-01,16.537,1947.3333333333333,5,13634,1,12.691833333333333,3.8451666666666657
1947-06-01,19.197,1947.4166666666667,6,13665,2,12.878333333333332,6.318666666666667
1947-07-01,21.082,1947.5,7,13695,2,12.965166666666667,8.116833333333334
1947-08-01,21.663,1947.5833333333333,8,13726,2,13.20375,8.45925
1947-09-01,18.752,1947.6666666666667,9,13757,3,13.309750000000001,5.442249999999998
1947-10-01,13.991,1947.75,10,13787,3,13.369833333333332,0.6211666666666673
1947-11-01,11.156,1947.8333333333333,11,13818,3,13.467583333333332,-2.3115833333333313
1947-12-01,7.324000000000002,1947.9166666666667,12,13848,0,13.631666666666668,-6.307666666666666
1948-01-01,8.757,1948.0,1,13879,0,13.964333333333334,-5.2073333333333345
1948-02-01,7.527,1948.0833333333333,2,13910,0,14.162,-6.635000000000001
1948-03-01,12.170000000000002,1948.1666666666667,3,13939,1,14.312249999999999,-2.142249999999997
1948-04-01,12.622,1948.25,4,13970,1,14.231500000000002,-1.6095000000000024
1948-05-01,15.763,1948.3333333333333,5,14000,1,14.167000000000002,1.5959999999999983
1948-06-01,17.36,1948.4166666666667,6,14031,2,14.013916666666667,3.3460833333333326
1948-07-01,18.368,1948.5,7,14061,2,13.78775,4.580249999999998
1948-08-01,19.092,1948.5833333333333,8,14092,2,13.573500000000001,5.518499999999998
1948-09-01,16.851000000000006,1948.6666666666667,9,14123,3,13.415083333333333,3.4359166666666727
1948-10-01,13.418,1948.75,10,14153,3,13.367333333333335,0.05066666666666464
1948-11-01,10.368,1948.8333333333333,11,14184,3,13.301666666666668,-2.9336666666666673
1948-12-01,7.683000000000002,1948.9166666666667,12,14214,0,13.331583333333333,-5.648583333333331
1949-01-01,7.586,1949.0,1,14245,0,13.234000000000002,-5.6480000000000015
1949-02-01,8.207,1949.0833333333333,2,14276,0,13.290666666666667,-5.083666666666666
1949-03-01,8.828000000000003,1949.1666666666667,3,14304,1,13.012166666666667,-4.184166666666664
1949-04-01,14.044,1949.25,4,14335,1,13.130666666666668,0.9133333333333322
1949-05-01,14.142,1949.3333333333333,5,14365,1,12.995583333333334,1.1464166666666653
1949-06-01,17.986,1949.4166666666667,6,14396,2,13.04775,4.93825
1949-07-01,21.153,1949.5,7,14426,2,13.279833333333334,7.873166666666664
1949-08-01,20.316,1949.5833333333333,8,14457,2,13.381833333333333,6.934166666666666
1949-09-01,19.654,1949.6666666666667,9,14488,3,13.615416666666667,6.038583333333333
1949-10-01,15.015999999999998,1949.75,10,14518,3,13.748583333333334,1.267416666666664
1949-11-01,9.334,1949.8333333333333,11,14549,3,13.662416666666667,-4.3284166666666675
1949-12-01,8.086,1949.9166666666667,12,14579,0,13.696,-5.609999999999999
1950-01-01,6.18,1950.0,1,14610,0,13.578833333333334,-7.398833333333334
1950-02-01,9.311,1950.0833333333333,2,14641,0,13.670833333333334,-4.359833333333334
1950-03-01,10.485,1950.1666666666667,3,14669,1,13.808916666666667,-3.3239166666666673
1950-04-01,11.015,1950.25,4,14700,1,13.5565,-2.541499999999999
1950-05-01,15.978,1950.3333333333333,5,14730,1,13.709499999999998,2.2685000000000013
1950-06-01,19.878,1950.4166666666667,6,14761,2,13.867166666666668,6.010833333333332
1950-07-01,21.059,1950.5,7,14791,2,13.859333333333332,7.199666666666669
1950-08-01,19.69,1950.5833333333333,8,14822,2,13.807166666666667,5.882833333333334
1950-09-01,16.541,1950.6666666666667,9,14853,3,13.547749999999999,2.9932500000000015
1950-10-01,13.425,1950.75,10,14883,3,13.415166666666666,0.009833333333334693
1950-11-01,10.447,1950.8333333333333,11,14914,3,13.507916666666667,-3.0609166666666674
1950-12-01,4.790000000000001,1950.9166666666667,12,14944,0,13.23325,-8.443249999999999
1951-01-01,7.638999999999999,1951.0,1,14975,0,13.354833333333334,-5.715833333333334
1951-02-01,7.747000000000001,1951.0833333333333,2,15006,0,13.224499999999999,-5.477499999999998
1951-03-01,8.914000000000003,1951.1666666666667,3,15034,1,13.093583333333335,-4.179583333333332
1951-04-01,11.566999999999998,1951.25,4,15065,1,13.139583333333333,-1.572583333333334
1951-05-01,13.927,1951.3333333333333,5,15095,1,12.96866666666667,0.9583333333333304
1951-06-01,17.498,1951.4166666666667,6,15126,2,12.770333333333333,4.727666666666668
1951-07-01,19.526,1951.5,7,15156,2,12.642583333333334,6.883416666666665
1951-08-01,18.671,1951.5833333333333,8,15187,2,12.557666666666668,6.1133333333333315
1951-09-01,17.785,1951.6666666666667,9,15218,3,12.661333333333333,5.123666666666667
1951-10-01,12.755999999999998,1951.75,10,15248,3,12.605583333333334,0.15041666666666487
1951-11-01,11.294999999999998,1951.8333333333333,11,15279,3,12.676249999999998,-1.3812499999999996
1951-12-01,8.040000000000001,1951.9166666666667,12,15309,0,12.947083333333333,-4.907083333333333
1952-01-01,6.022,1952.0,1,15340,0,12.812333333333333,-6.790333333333333
1952-02-01,6.401,1952.0833333333333,2,15371,0,12.700166666666668,-6.299166666666668
1952-03-01,11.081,1952.1666666666667,3,15400,1,12.880749999999999,-1.7997499999999995
1952-04-01,13.449000000000002,1952.25,4,15431,1,13.037583333333336,0.4114166666666659
1952-05-01,16.221,1952.3333333333333,5,15461,1,13.22875,2.9922500000000003
1952-06-01,19.112,1952.4166666666667,6,15492,2,13.36325,5.748749999999998
1952-07-01,21.016,1952.5,7,15522,2,13.487416666666666,7.528583333333332
1952-08-01,19.866,1952.5833333333333,8,15553,2,13.586999999999998,6.279000000000002
1952-09-01,15.013000000000002,1952.6666666666667,9,15584,3,13.356,1.6570000000000018
1952-10-01,13.178,1952.75,10,15614,3,13.391166666666665,-0.21316666666666428
1952-11-01,8.744,1952.8333333333333,11,15645,3,13.178583333333334,-4.434583333333334
1952-12-01,6.964,1952.9166666666667,12,15675,0,13.088916666666664,-6.124916666666664
1953-01-01,4.723000000000001,1953.0,1,15706,0,12.980666666666666,-8.257666666666665
1953-02-01,6.2280000000000015,1953.0833333333333,2,15737,0,12.96625,-6.738249999999999
1953-03-01,10.404000000000002,1953.1666666666667,3,15765,1,12.909833333333333,-2.5058333333333316
1953-04-01,12.539,1953.25,4,15796,1,12.833999999999998,-0.29499999999999815
1953-05-01,16.535999999999998,1953.3333333333333,5,15826,1,12.860249999999999,3.675749999999999
1953-06-01,16.988,1953.4166666666667,6,15857,2,12.68325,4.30475
1953-07-01,19.186,1953.5,7,15887,2,12.53075,6.6552500000000006
1953-08-01,19.772,1953.5833333333333,8,15918,2,12.522916666666667,7.249083333333331
1953-09-01,17.516000000000002,1953.6666666666667,9,15949,3,12.731500000000002,4.7844999999999995
1953-10-01,14.072,1953.75,10,15979,3,12.806000000000003,1.2659999999999965
1953-11-01,9.956,1953.8333333333333,11,16010,3,12.907000000000002,-2.9510000000000023
1953-12-01,9.804,1953.9166666666667,12,16040,0,13.143666666666668,-3.339666666666668
1954-01-01,5.194,1954.0,1,16071,0,13.182916666666666,-7.9889166666666656
1954-02-01,5.694000000000001,1954.0833333333333,2,16102,0,13.138416666666666,-7.444416666666665
1954-03-01,10.394,1954.1666666666667,3,16130,1,13.137583333333334,-2.7435833333333335
1954-04-01,11.057,1954.25,4,16161,1,13.014083333333334,-1.9570833333333333
1954-05-01,14.640999999999998,1954.3333333333333,5,16191,1,12.856166666666667,1.7848333333333315
1954-06-01,17.545,1954.4166666666667,6,16222,2,12.902583333333334,4.6424166666666675
1954-07-01,17.849,1954.5,7,16252,2,12.791166666666667,5.057833333333333
1954-08-01,18.103,1954.5833333333333,8,16283,2,12.652083333333335,5.450916666666666
1954-09-01,16.979000000000006,1954.6666666666667,9,16314,3,12.607333333333335,4.3716666666666715
1954-10-01,14.259,1954.75,10,16344,3,12.622916666666667,1.6360833333333336
1954-11-01,10.765999999999998,1954.8333333333333,11,16375,3,12.690416666666666,-1.9244166666666676
1954-12-01,8.940000000000003,1954.9166666666667,12,16405,0,12.618416666666668,-3.6784166666666653
1955-01-01,7.725,1955.0,1,16436,0,12.829333333333336,-5.1043333333333365
1955-02-01,7.0360000000000005,1955.0833333333333,2,16467,0,12.941166666666668,-5.905166666666667
1955-03-01,8.059000000000001,1955.1666666666667,3,16495,1,12.746583333333335,-4.687583333333334
1955-04-01,12.669,1955.25,4,16526,1,12.88091666666667,-0.21191666666666897
1955-05-01,14.659,1955.3333333333333,5,16556,1,12.88241666666667,1.7765833333333312
1955-06-01,17.811,1955.4166666666667,6,16587,2,12.904583333333335,4.906416666666665
1955-07-01,20.033,1955.5,7,16617,2,13.086583333333335,6.946416666666666
1955-08-01,19.9,1955.5833333333333,8,16648,2,13.236333333333334,6.663666666666664
1955-09-01,17.088,1955.6666666666667,9,16679,3,13.245416666666666,3.8425833333333355
1955-10-01,12.573,1955.75,10,16709,3,13.104916666666668,-0.5319166666666675
1955-11-01,9.668,1955.8333333333333,11,16740,3,13.013416666666666,-3.345416666666667
1955-12-01,9.239,1955.9166666666667,12,16770,0,13.038333333333332,-3.7993333333333315
1956-01-01,7.58,1956.0,1,16801,0,13.02625,-5.446249999999999
1956-02-01,1.6020000000000003,1956.0833333333333,2,16832,0,12.573416666666667,-10.971416666666666
1956-03-01,9.728000000000002,1956.1666666666667,3,16861,1,12.7125,-2.984499999999999
1956-04-01,10.767,1956.25,4,16892,1,12.554000000000002,-1.7870000000000026
1956-05-01,15.615,1956.3333333333333,5,16922,1,12.633666666666665,2.9813333333333354
1956-06-01,16.012,1956.4166666666667,6,16953,2,12.48375,3.52825
1956-07-01,18.831,1956.5,7,16983,2,12.383583333333334,6.4474166666666655
1956-08-01,17.750999999999994,1956.5833333333333,8,17014,2,12.204499999999998,5.546499999999996
1956-09-01,17.782,1956.6666666666667,9,17045,3,12.262333333333332,5.519666666666668
1956-10-01,12.651,1956.75,10,17075,3,12.268833333333333,0.38216666666666654
1956-11-01,8.312000000000001,1956.8333333333333,11,17106,3,12.155833333333332,-3.8438333333333308
1956-12-01,8.134,1956.9166666666667,12,17136,0,12.06375,-3.9297500000000003
1957-01-01,6.195,1957.0,1,17167,0,11.948333333333332,-5.753333333333332
1957-02-01,9.743,1957.0833333333333,2,17198,0,12.62675,-2.883749999999999
1957-03-01,12.361,1957.1666666666667,3,17226,1,12.846166666666667,-0.4851666666666663
1957-04-01,11.982,1957.25,4,17257,1,12.947416666666667,-0.9654166666666679
1957-05-01,13.581,1957.3333333333333,5,17287,1,12.777916666666668,0.8030833333333316
1957-06-01,18.089,1957.4166666666667,6,17318,2,12.951,5.137999999999998
1957-07-01,19.614,1957.5,7,17348,2,13.01625,6.597750000000001
1957-08-01,18.678,1957.5833333333333,8,17379,2,13.0935,5.5845
1957-09-01,16.663,1957.6666666666667,9,17410,3,13.000250000000001,3.662749999999999
1957-10-01,13.68,1957.75,10,17440,3,13.085999999999999,0.5940000000000012
1957-11-01,9.714,1957.8333333333333,11,17471,3,13.202833333333333,-3.488833333333332
1957-12-01,6.924,1957.9166666666667,12,17501,0,13.101999999999999,-6.177999999999998
1958-01-01,7.073,1958.0,1,17532,0,13.175166666666668,-6.102166666666667
1958-02-01,9.239,1958.0833333333333,2,17563,0,13.133166666666668,-3.894166666666667
1958-03-01,8.357999999999999,1958.1666666666667,3,17591,1,12.799583333333333,-4.441583333333334
1958-04-01,10.563,1958.25,4,17622,1,12.681333333333333,-2.1183333333333323
1958-05-01,15.988,1958.3333333333333,5,17652,1,12.881916666666667,3.1060833333333324
1958-06-01,17.189,1958.4166666666667,6,17683,2,12.806916666666666,4.382083333333334
1958-07-01,19.086,1958.5,7,17713,2,12.762916666666667,6.323083333333331
1958-08-01,19.517,1958.5833333333333,8,17744,2,12.832833333333333,6.684166666666666
1958-09-01,18.636000000000006,1958.6666666666667,9,17775,3,12.99725,5.638750000000007
1958-10-01,13.361,1958.75,10,17805,3,12.970666666666668,0.39033333333333253
1958-11-01,9.59,1958.8333333333333,11,17836,3,12.960333333333336,-3.3703333333333365
1958-12-01,8.398,1958.9166666666667,12,17866,0,13.083166666666669,-4.685166666666669
1959-01-01,6.863,1959.0,1,17897,0,13.065666666666667,-6.2026666666666666
1959-02-01,7.944,1959.0833333333333,2,17928,0,12.957749999999999,-5.013749999999999
1959-03-01,11.303,1959.1666666666667,3,17956,1,13.203166666666666,-1.9001666666666654
1959-04-01,12.461,1959.25,4,17987,1,13.361333333333334,-0.9003333333333341
1959-05-01,15.638,1959.3333333333333,5,18017,1,13.332166666666668,2.3058333333333323
1959-06-01,18.297,1959.4166666666667,6,18048,2,13.424500000000002,4.872499999999999
1959-07-01,21.017,1959.5,7,18078,2,13.585416666666667,7.431583333333332
1959-08-01,19.684,1959.5833333333333,8,18109,2,13.599333333333334,6.084666666666667
1959-09-01,18.401,1959.6666666666667,9,18140,3,13.579750000000002,4.821249999999997
1959-10-01,13.975,1959.75,10,18170,3,13.630916666666666,0.34408333333333374
1959-11-01,9.712,1959.8333333333333,11,18201,3,13.641083333333333,-3.929083333333333
1959-12-01,8.808,1959.9166666666667,12,18231,0,13.675249999999998,-4.8672499999999985
1960-01-01,6.723,1960.0,1,18262,0,13.663583333333333,-6.9405833333333335
1960-02-01,8.213000000000001,1960.0833333333333,2,18293,0,13.686,-5.472999999999999
1960-03-01,10.851,1960.1666666666667,3,18322,1,13.648333333333333,-2.7973333333333326
1960-04-01,12.046,1960.25,4,18353,1,13.613750000000001,-1.567750000000002
1960-05-01,16.297,1960.3333333333333,5,18383,1,13.668666666666667,2.628333333333334
1960-06-01,18.781,1960.4166666666667,6,18414,2,13.708999999999998,5.072000000000001
1960-07-01,18.152,1960.5,7,18444,2,13.47025,4.681750000000001
1960-08-01,18.525,1960.5833333333333,8,18475,2,13.373666666666667,5.151333333333332
1960-09-01,16.087,1960.6666666666667,9,18506,3,13.180833333333332,2.9061666666666675
1960-10-01,13.108,1960.75,10,18536,3,13.108583333333334,-0.0005833333333331581
1960-11-01,11.018999999999998,1960.8333333333333,11,18567,3,13.217500000000001,-2.198500000000003
1960-12-01,6.53,1960.9166666666667,12,18597,0,13.027666666666669,-6.497666666666668
1961-01-01,6.83,1961.0,1,18628,0,13.036583333333333,-6.206583333333333
1961-02-01,10.417,1961.0833333333333,2,18659,0,13.22025,-2.8032500000000002
1961-03-01,11.15,1961.1666666666667,3,18687,1,13.245166666666668,-2.0951666666666675
1961-04-01,14.032,1961.25,4,18718,1,13.410666666666666,0.6213333333333342
1961-05-01,14.75,1961.3333333333333,5,18748,1,13.28175,1.4682499999999994
1961-06-01,18.095,1961.4166666666667,6,18779,2,13.224583333333335,4.870416666666664
1961-07-01,18.945,1961.5,7,18809,2,13.290666666666667,5.654333333333334
1961-08-01,19.06,1961.5833333333333,8,18840,2,13.33525,5.7247499999999985
1961-09-01,19.572000000000006,1961.6666666666667,9,18871,3,13.625666666666667,5.946333333333339
1961-10-01,14.167000000000002,1961.75,10,18901,3,13.713916666666668,0.4530833333333337
1961-11-01,9.494,1961.8333333333333,11,18932,3,13.586833333333333,-4.092833333333333
1961-12-01,7.91,1961.9166666666667,12,18962,0,13.701833333333333,-5.791833333333333
1962-01-01,7.962000000000001,1962.0,1,18993,0,13.79616666666667,-5.834166666666669
1962-02-01,7.045,1962.0833333333333,2,19024,0,13.515166666666667,-6.4701666666666675
1962-03-01,7.495000000000001,1962.1666666666667,3,19052,1,13.210583333333334,-5.715583333333333
1962-04-01,11.761,1962.25,4,19083,1,13.021333333333333,-1.2603333333333335
1962-05-01,14.009,1962.3333333333333,5,19113,1,12.959583333333333,1.0494166666666676
1962-06-01,17.298000000000002,1962.4166666666667,6,19144,2,12.893166666666668,4.404833333333334
1962-07-01,18.925,1962.5,7,19174,2,12.8915,6.0335
1962-08-01,19.786,1962.5833333333333,8,19205,2,12.952,6.834000000000001
1962-09-01,17.0,1962.6666666666667,9,19236,3,12.737666666666668,4.262333333333332
1962-10-01,13.995,1962.75,10,19266,3,12.723333333333334,1.2716666666666647
1962-11-01,8.498999999999999,1962.8333333333333,11,19297,3,12.640416666666667,-4.141416666666668
1962-12-01,5.197000000000001,1962.9166666666667,12,19327,0,12.414333333333333,-7.2173333333333325
1963-01-01,2.81,1963.0,1,19358,0,11.985,-9.174999999999999
1963-02-01,3.767,1963.0833333333333,2,19389,0,11.711833333333333,-7.944833333333333
1963-03-01,9.588,1963.1666666666667,3,19417,1,11.886249999999999,-2.2982499999999995
1963-04-01,12.107,1963.25,4,19448,1,11.915083333333333,0.19191666666666585
1963-05-01,14.395,1963.3333333333333,5,19478,1,11.947249999999999,2.447750000000001
1963-06-01,17.461000000000002,1963.4166666666667,6,19509,2,11.960833333333333,5.500166666666669
1963-07-01,19.761,1963.5,7,19539,2,12.030500000000002,7.7304999999999975
1963-08-01,17.838,1963.5833333333333,8,19570,2,11.868166666666667,5.969833333333334
1963-09-01,16.655,1963.6666666666667,9,19601,3,11.839416666666667,4.815583333333334
1963-10-01,13.515999999999998,1963.75,10,19631,3,11.7995,1.7164999999999981
1963-11-01,11.87,1963.8333333333333,11,19662,3,12.080416666666666,-0.21041666666666714
1963-12-01,5.106,1963.9166666666667,12,19692,0,12.072833333333334,-6.966833333333334
1964-01-01,5.045,1964.0,1,19723,0,12.259083333333335,-7.214083333333335
1964-02-01,8.456,1964.0833333333333,2,19754,0,12.649833333333333,-4.193833333333334
1964-03-01,8.869000000000002,1964.1666666666667,3,19783,1,12.589916666666667,-3.7209166666666658
1964-04-01,12.226,1964.25,4,19814,1,12.599833333333335,-0.3738333333333337
1964-05-01,16.453,1964.3333333333333,5,19844,1,12.771333333333333,3.6816666666666666
1964-06-01,18.34,1964.4166666666667,6,19875,2,12.844583333333334,5.4954166666666655
1964-07-01,20.592,1964.5,7,19905,2,12.913833333333331,7.678166666666668
1964-08-01,19.397,1964.5833333333333,8,19936,2,13.043750000000001,6.353249999999997
1964-09-01,18.126,1964.6666666666667,9,19967,3,13.166333333333332,4.959666666666669
1964-10-01,11.893,1964.75,10,19997,3,13.031083333333333,-1.1380833333333324
1964-11-01,10.014,1964.8333333333333,11,20028,3,12.876416666666666,-2.8624166666666664
1964-12-01,6.474,1964.9166666666667,12,20058,0,12.990416666666667,-6.516416666666666
1965-01-01,6.879,1965.0,1,20089,0,13.14325,-6.2642500000000005
1965-02-01,5.2010000000000005,1965.0833333333333,2,20120,0,12.872,-7.670999999999999
1965-03-01,9.651000000000002,1965.1666666666667,3,20148,1,12.937166666666668,-3.2861666666666665
1965-04-01,11.309,1965.25,4,20179,1,12.860750000000001,-1.551750000000002
1965-05-01,14.885,1965.3333333333333,5,20209,1,12.730083333333333,2.154916666666667
1965-06-01,17.726,1965.4166666666667,6,20240,2,12.678916666666666,5.047083333333333
1965-07-01,18.224,1965.5,7,20270,2,12.481583333333333,5.742416666666667
1965-08-01,18.363,1965.5833333333333,8,20301,2,12.395416666666668,5.967583333333332
1965-09-01,15.46,1965.6666666666667,9,20332,3,12.173250000000001,3.2867499999999996
1965-10-01,14.175999999999998,1965.75,10,20362,3,12.3635,1.8124999999999982
1965-11-01,9.43,1965.8333333333333,11,20393,3,12.314833333333333,-2.884833333333333
1965-12-01,8.718,1965.9166666666667,12,20423,0,12.501833333333332,-3.783833333333332
1966-01-01,6.207999999999999,1966.0,1,20454,0,12.445916666666667,-6.237916666666668
1966-02-01,10.658,1966.0833333333333,2,20485,0,12.900666666666666,-2.2426666666666666
1966-03-01,9.322,1966.1666666666667,3,20513,1,12.873249999999999,-3.5512499999999996
1966-04-01,13.046,1966.25,4,20544,1,13.017999999999999,0.02800000000000047
1966-05-01,15.255,1966.3333333333333,5,20574,1,13.048833333333334,2.2061666666666664
1966-06-01,18.474,1966.4166666666667,6,20605,2,13.111166666666668,5.362833333333333
1966-07-01,18.214,1966.5,7,20635,2,13.110333333333335,5.103666666666664
1966-08-01,18.44,1966.5833333333333,8,20666,2,13.116750000000001,5.32325
1966-09-01,17.961000000000006,1966.6666666666667,9,20697,3,13.325166666666668,4.635833333333338
1966-10-01,14.466,1966.75,10,20727,3,13.349333333333334,1.1166666666666654
1966-11-01,8.244,1966.8333333333333,11,20758,3,13.250500000000002,-5.006500000000003
1966-12-01,8.294,1966.9166666666667,12,20788,0,13.215166666666667,-4.921166666666666
1967-01-01,6.864,1967.0,1,20819,0,13.269833333333333,-6.405833333333333
1967-02-01,8.572000000000001,1967.0833333333333,2,20850,0,13.096000000000002,-4.524000000000001
1967-03-01,10.623,1967.1666666666667,3,20878,1,13.204416666666667,-2.5814166666666676
1967-04-01,11.38,1967.25,4,20909,1,13.065583333333336,-1.6855833333333354
1967-05-01,14.636,1967.3333333333333,5,20939,1,13.014000000000001,1.621999999999998
1967-06-01,17.066,1967.4166666666667,6,20970,2,12.896666666666667,4.1693333333333324
1967-07-01,20.708,1967.5,7,21000,2,13.104500000000002,7.603499999999997
1967-08-01,19.236,1967.5833333333333,8,21031,2,13.170833333333334,6.065166666666666
1967-09-01,16.753,1967.6666666666667,9,21062,3,13.070166666666665,3.6828333333333347
1967-10-01,15.047,1967.75,10,21092,3,13.118583333333333,1.9284166666666671
1967-11-01,10.012,1967.8333333333333,11,21123,3,13.265916666666664,-3.2539166666666635
1967-12-01,6.1530000000000005,1967.9166666666667,12,21153,0,13.0875,-6.9345
1968-01-01,6.712000000000001,1968.0,1,21184,0,13.074833333333332,-6.362833333333332
1968-02-01,7.612,1968.0833333333333,2,21215,0,12.994833333333332,-5.382833333333332
1968-03-01,9.824000000000002,1968.1666666666667,3,21244,1,12.92825,-3.1042499999999986
1968-04-01,12.396,1968.25,4,21275,1,13.01291666666667,-0.6169166666666683
1968-05-01,14.06,1968.3333333333333,5,21305,1,12.964916666666666,1.095083333333335
1968-06-01,17.377,1968.4166666666667,6,21336,2,12.990833333333333,4.386166666666666
1968-07-01,19.034,1968.5,7,21366,2,12.851333333333335,6.182666666666664
1968-08-01,18.432,1968.5833333333333,8,21397,2,12.784333333333334,5.647666666666664
1968-09-01,16.62,1968.6666666666667,9,21428,3,12.773249999999999,3.846750000000002
1968-10-01,15.209,1968.75,10,21458,3,12.786749999999998,2.422250000000002
1968-11-01,9.76,1968.8333333333333,11,21489,3,12.765749999999999,-3.005749999999999
